gene,kme
Mcavernosa21391,0
Mcavernosa21420,0.248589912058537
Mcavernosa21421,0.248589912058537
Mcavernosa21454,0
Mcavernosa21508,0
Mcavernosa21534,0.497434031180045
Mcavernosa21636,0
Mcavernosa21732,0
Mcavernosa21806,0
Mcavernosa26249,0
Mcavernosa26309,0
Mcavernosa26335,0
Mcavernosa26354,0
Mcavernosa26416,0
Mcavernosa26446,0
Mcavernosa26484,0.402244200158242
Mcavernosa26519,0
Mcavernosa26540,0
Mcavernosa26659,0
Mcavernosa26743,0
Mcavernosa26741,0
Mcavernosa26761,0.462398863060145
Mcavernosa26806,0
Mcavernosa26947,0.740859166015454
Mcavernosa26980,0
Mcavernosa27015,0
Mcavernosa27080,0
Mcavernosa27079,0
Mcavernosa20101,0
Mcavernosa20332,0
Mcavernosa20347,0
Mcavernosa20364,0
Mcavernosa20441,0
Mcavernosa20447,0
Mcavernosa20536,0
Mcavernosa20537,0
Mcavernosa20584,0
Mcavernosa20648,0.553415749392162
Mcavernosa20735,0
Mcavernosa20750,0
Mcavernosa20800,0
Mcavernosa20837,0
Mcavernosa20874,0
Mcavernosa20903,0
Mcavernosa20913,0.390639172072973
Mcavernosa20929,0
Mcavernosa17342,0.404017118415308
Mcavernosa17359,0
Mcavernosa17402,0
Mcavernosa17422,0
Mcavernosa17456,0
Mcavernosa17472,0
Mcavernosa17526,0
Mcavernosa17586,0
Mcavernosa17623,0
Mcavernosa17668,0
Mcavernosa17690,0
Mcavernosa17701,0
Mcavernosa17748,0
Mcavernosa17856,0
Mcavernosa17909,0.589359282683204
Mcavernosa18024,0
Mcavernosa18023,0
Mcavernosa18067,0
Mcavernosa18146,0
Mcavernosa18145,0.426806072007531
Mcavernosa18161,0.479444038520619
Mcavernosa22783,0
Mcavernosa22796,0
Mcavernosa22828,0
Mcavernosa22829,0
Mcavernosa22880,0
Mcavernosa22989,0
Mcavernosa23003,0
Mcavernosa23153,0
Mcavernosa23206,0
Mcavernosa23204,0
Mcavernosa23205,0
Mcavernosa23252,0
Mcavernosa23264,0
Mcavernosa23288,0
Mcavernosa23308,0
Mcavernosa23309,0
Mcavernosa23335,0
Mcavernosa23336,0
Mcavernosa23418,0
Mcavernosa23519,0.553498762526224
Mcavernosa23552,0
Mcavernosa23566,0
Mcavernosa23565,0
Mcavernosa00001,0.349934166765278
Mcavernosa00126,0.4906473011668
Mcavernosa00290,0
Mcavernosa00442,0.36308574209742
Mcavernosa00443,0
Mcavernosa00672,0
Mcavernosa00671,0
Mcavernosa00773,0
Mcavernosa29476,0
Mcavernosa29498,0
Mcavernosa29510,0
Mcavernosa29527,0
Mcavernosa29542,0
Mcavernosa29618,0
Mcavernosa29648,0
Mcavernosa29680,0
Mcavernosa29851,0
Mcavernosa29913,0.296286566555755
Mcavernosa29922,0
Mcavernosa29965,0.556743635014134
Mcavernosa29982,0
Mcavernosa30033,0
Mcavernosa30075,0
Mcavernosa30089,0
Mcavernosa30097,0
Mcavernosa25379,0
Mcavernosa25380,0.452551834209138
Mcavernosa25430,0
Mcavernosa25447,0.589189147556656
Mcavernosa25454,0
Mcavernosa25553,0
Mcavernosa25571,0
Mcavernosa25589,0
Mcavernosa25603,0
Mcavernosa25613,0
Mcavernosa25615,0
Mcavernosa25654,0.34421435088362
Mcavernosa25686,0
Mcavernosa25705,0
Mcavernosa25751,0
Mcavernosa25805,0
Mcavernosa25810,0
Mcavernosa25835,0
Mcavernosa25966,0
Mcavernosa25967,0
Mcavernosa25968,0
Mcavernosa26052,0
Mcavernosa26058,0.395068988923419
Mcavernosa26060,0
Mcavernosa26129,0
Mcavernosa26139,0
Mcavernosa26201,0
Mcavernosa23642,0
Mcavernosa23645,0
Mcavernosa23713,0
Mcavernosa23715,0
Mcavernosa23714,0
Mcavernosa23753,0
Mcavernosa23774,0
Mcavernosa23766,0
Mcavernosa23820,0
Mcavernosa23830,0
Mcavernosa23831,0
Mcavernosa23912,0.56387045339211
Mcavernosa23936,0
Mcavernosa23950,0
Mcavernosa23951,0
Mcavernosa23958,0
Mcavernosa23976,0.29607870125992
Mcavernosa23985,0
Mcavernosa24002,0
Mcavernosa24001,0
Mcavernosa24018,0
Mcavernosa24017,0
Mcavernosa24086,0.390233078577459
Mcavernosa24085,0.390233078577459
Mcavernosa24075,0
Mcavernosa24098,0
Mcavernosa24117,0
Mcavernosa24149,0
Mcavernosa24154,0.38189964362328
Mcavernosa24240,0
Mcavernosa24283,0
Mcavernosa24297,0
Mcavernosa24296,0
Mcavernosa27214,0
Mcavernosa27228,0
Mcavernosa27229,0
Mcavernosa27268,0
Mcavernosa27282,0
Mcavernosa27313,0
Mcavernosa27314,0
Mcavernosa27338,0
Mcavernosa27382,0
Mcavernosa27389,0
Mcavernosa27388,0
Mcavernosa27416,0
Mcavernosa27430,0
Mcavernosa27441,0
Mcavernosa27448,0.485070296371537
Mcavernosa27505,0
Mcavernosa27529,0
Mcavernosa27530,0
Mcavernosa27566,0
Mcavernosa27595,0
Mcavernosa27614,0
Mcavernosa27657,0
Mcavernosa27703,0
Mcavernosa27787,0.316383889502255
Mcavernosa30160,0
Mcavernosa30166,0.449800224567773
Mcavernosa30206,0
Mcavernosa30232,0
Mcavernosa30286,0
Mcavernosa30332,0
Mcavernosa30338,0.41330496185541
Mcavernosa30392,0
Mcavernosa30419,0
Mcavernosa30418,0
Mcavernosa30526,0
Mcavernosa30548,0
Mcavernosa30619,0
Mcavernosa30627,0
Mcavernosa30640,0
Mcavernosa30712,0
Mcavernosa30715,0
Mcavernosa34495,0
Mcavernosa34623,0
Mcavernosa34692,0
Mcavernosa34732,0
Mcavernosa34771,0
Mcavernosa34793,0
Mcavernosa34811,0
Mcavernosa34923,0
Mcavernosa34951,0
Mcavernosa34966,0
Mcavernosa35076,0
Mcavernosa28928,0
Mcavernosa28950,0
Mcavernosa28979,0
Mcavernosa28998,0
Mcavernosa29050,0
Mcavernosa29077,0
Mcavernosa29140,0
Mcavernosa29145,0
Mcavernosa29257,0
Mcavernosa29391,0
Mcavernosa33910,0
Mcavernosa33915,0
Mcavernosa33973,0.745435509532162
Mcavernosa34040,0
Mcavernosa34113,0
Mcavernosa34143,0
Mcavernosa34168,0
Mcavernosa34298,0
Mcavernosa34360,0
Mcavernosa34386,0.53594483962825
Mcavernosa34430,0
Mcavernosa33225,0
Mcavernosa33242,0
Mcavernosa33316,0.554816319722085
Mcavernosa33320,0
Mcavernosa33321,0
Mcavernosa33326,0
Mcavernosa33581,0
Mcavernosa33584,0
Mcavernosa33634,0
Mcavernosa33638,0
Mcavernosa33721,0
Mcavernosa33742,0
Mcavernosa33817,0
Mcavernosa33834,0
Mcavernosa32519,0
Mcavernosa32583,0
Mcavernosa32628,0
Mcavernosa32764,0
Mcavernosa32758,0
Mcavernosa32799,0
Mcavernosa32805,0
Mcavernosa32832,0
Mcavernosa32855,0
Mcavernosa32856,0
Mcavernosa32866,0
Mcavernosa32908,0
Mcavernosa32948,0
Mcavernosa32947,0
Mcavernosa33024,0
Mcavernosa33040,0
Mcavernosa33089,0
Mcavernosa33146,0
Mcavernosa33182,0
Mcavernosa33183,0
Mcavernosa33204,0
Mcavernosa01429,0
Mcavernosa01698,0.605169474773096
Mcavernosa01855,0
Mcavernosa35148,0
Mcavernosa35164,0
Mcavernosa35204,0
Mcavernosa03882,0.168241300714643
Mcavernosa03984,0.377064970558173
Mcavernosa07230,0.357311012821423
Mcavernosa07663,0.409165871617607
Mcavernosa07662,0.409165871617607
Mcavernosa07770,0
Mcavernosa07906,0.302971681183321
Mcavernosa24728,0
Mcavernosa24868,0.459223478828503
Mcavernosa24944,0.56029863147626
Mcavernosa24945,0.56029863147626
Mcavernosa16445,0
Mcavernosa16693,0.336200515786341
Mcavernosa16833,0.188557567461776
Mcavernosa16923,0.623478528824775
Mcavernosa16994,0
Mcavernosa16995,0
Mcavernosa17062,0.374856827448913
Mcavernosa17234,0
Mcavernosa02167,0.463095806075496
Mcavernosa02238,0.435942685964847
Mcavernosa02490,0.331624360182977
Mcavernosa02746,0
Mcavernosa02827,0.445845845791582
Mcavernosa03028,0.449790139321669
Mcavernosa03029,0.310700778053237
Mcavernosa03157,0
Mcavernosa30792,0
