gene,moduleLPV
Mcavernosa12158,0
Mcavernosa12160,0
Mcavernosa12162,0
Mcavernosa12165,0
Mcavernosa12159,0
Mcavernosa12171,0
Mcavernosa12176,0
Mcavernosa12173,0
Mcavernosa12174,0
Mcavernosa12168,0
Mcavernosa12166,0
Mcavernosa12172,0
Mcavernosa12170,0
Mcavernosa12169,0
Mcavernosa12175,0
Mcavernosa12177,0
Mcavernosa12179,0
Mcavernosa12181,0
Mcavernosa12191,0
Mcavernosa12182,0
Mcavernosa12188,0
Mcavernosa12187,0
Mcavernosa12192,0
Mcavernosa12190,0
Mcavernosa12189,0
Mcavernosa12185,0
Mcavernosa12186,0
Mcavernosa12184,0
Mcavernosa12195,0
Mcavernosa12193,0
Mcavernosa12194,0
Mcavernosa12198,0
Mcavernosa12202,0
Mcavernosa12214,0
Mcavernosa12211,0
Mcavernosa12210,0
Mcavernosa12206,0
Mcavernosa12215,0
Mcavernosa12204,0
Mcavernosa12205,0
Mcavernosa12208,0
Mcavernosa12213,0
Mcavernosa31639,0
Mcavernosa31636,0
Mcavernosa31637,0
Mcavernosa31641,0
Mcavernosa31654,0
Mcavernosa31648,0
Mcavernosa31642,0
Mcavernosa31643,0
Mcavernosa31649,0
Mcavernosa31650,0
Mcavernosa31652,0
Mcavernosa31644,0
Mcavernosa31640,0
Mcavernosa31651,0
Mcavernosa31658,0
Mcavernosa31656,0
Mcavernosa31659,0
Mcavernosa31662,0
Mcavernosa31657,0
Mcavernosa31660,0
Mcavernosa31655,0
Mcavernosa31663,0
Mcavernosa31661,0
Mcavernosa31665,0
Mcavernosa31664,0
Mcavernosa31670,0
Mcavernosa31667,0
Mcavernosa31669,0
Mcavernosa31666,0
Mcavernosa31673,0
Mcavernosa31674,0
Mcavernosa31675,0
Mcavernosa31676,0
Mcavernosa31671,0
Mcavernosa31677,0
Mcavernosa31678,0
Mcavernosa31680,0
Mcavernosa31681,0
Mcavernosa31682,0
Mcavernosa31679,0
Mcavernosa31688,0
Mcavernosa31689,0
Mcavernosa31684,0
Mcavernosa31687,0
Mcavernosa31690,0
Mcavernosa31693,0
Mcavernosa31695,0
Mcavernosa31698,0
Mcavernosa31696,0
Mcavernosa31691,0
Mcavernosa31692,0
Mcavernosa31694,0
Mcavernosa31705,0
Mcavernosa31699,0
Mcavernosa31701,0
Mcavernosa31700,0
Mcavernosa31703,0
Mcavernosa31702,0
Mcavernosa31716,0
Mcavernosa31714,0
Mcavernosa31707,0
Mcavernosa31711,0
Mcavernosa31709,0
Mcavernosa31715,0
Mcavernosa31708,0
Mcavernosa31717,0
Mcavernosa31713,0
Mcavernosa31710,0
Mcavernosa31706,0
Mcavernosa31712,0
Mcavernosa31724,0
Mcavernosa31721,0
Mcavernosa31722,0
Mcavernosa31720,0
Mcavernosa31719,0
Mcavernosa31734,0
Mcavernosa31726,0
Mcavernosa31725,0
Mcavernosa31727,0
Mcavernosa31732,0
Mcavernosa31728,0
Mcavernosa31731,0
Mcavernosa31733,0
Mcavernosa31737,0
Mcavernosa31740,0
Mcavernosa31735,0
Mcavernosa31739,0
Mcavernosa31741,0
Mcavernosa31751,0
Mcavernosa31747,0
Mcavernosa31745,0
Mcavernosa31744,0
Mcavernosa31746,0
Mcavernosa31743,0
Mcavernosa31764,0
Mcavernosa31762,3.84039991948906
Mcavernosa31756,0
Mcavernosa31758,0
Mcavernosa31765,0
Mcavernosa31757,0
Mcavernosa31766,0
Mcavernosa31761,0
Mcavernosa31767,0
Mcavernosa31752,0
Mcavernosa31760,0
Mcavernosa31783,0
Mcavernosa31782,0
Mcavernosa31773,0
Mcavernosa31774,0
Mcavernosa31780,0
Mcavernosa31781,0
Mcavernosa31784,0
Mcavernosa31788,0
Mcavernosa31787,0
Mcavernosa31789,0
Mcavernosa31790,0
Mcavernosa31794,0
Mcavernosa31801,0
Mcavernosa31808,0
Mcavernosa31807,0
Mcavernosa31795,0
Mcavernosa31809,0
Mcavernosa31803,0
Mcavernosa31802,0
Mcavernosa31805,0
Mcavernosa31799,4.2900878043515
Mcavernosa31797,0
Mcavernosa31812,0
Mcavernosa31810,0
Mcavernosa31815,0
Mcavernosa31818,0
Mcavernosa31811,0
Mcavernosa31814,0
Mcavernosa31816,0
Mcavernosa31817,0
Mcavernosa31824,0
Mcavernosa31821,0
Mcavernosa31825,0
Mcavernosa31830,0
Mcavernosa31836,0
Mcavernosa31829,0
Mcavernosa31837,0
Mcavernosa31832,0
Mcavernosa31831,0
Mcavernosa31827,6.63119666428609
Mcavernosa31834,0
Mcavernosa31840,0
Mcavernosa31838,0
Mcavernosa31846,0
Mcavernosa31845,0
Mcavernosa31843,0
Mcavernosa31839,0
Mcavernosa31842,0
Mcavernosa31849,0
Mcavernosa31850,0
Mcavernosa31847,0
Mcavernosa31851,0
Mcavernosa31848,0
Mcavernosa31854,0
Mcavernosa31857,0
Mcavernosa31856,0
Mcavernosa31865,0
Mcavernosa31863,0
Mcavernosa31859,0
Mcavernosa31864,0
Mcavernosa31858,0
Mcavernosa31861,0
Mcavernosa31867,0
Mcavernosa31870,0
Mcavernosa31872,0
Mcavernosa31869,0
Mcavernosa31876,0
Mcavernosa31878,0
Mcavernosa31874,0
Mcavernosa31877,0
Mcavernosa31883,0
Mcavernosa31885,0
Mcavernosa31884,0
Mcavernosa31881,0
Mcavernosa31880,0
Mcavernosa31879,0
Mcavernosa31882,0
Mcavernosa31890,0
Mcavernosa31892,0
Mcavernosa31891,0
Mcavernosa31888,0
Mcavernosa31887,0
Mcavernosa31886,0
Mcavernosa31896,0
Mcavernosa31894,0
Mcavernosa31895,0
Mcavernosa31900,0
Mcavernosa31898,0
Mcavernosa31897,0
Mcavernosa31903,0
Mcavernosa31899,0
Mcavernosa31901,0
Mcavernosa31904,0
Mcavernosa31902,0
Mcavernosa31906,0
Mcavernosa31905,0
Mcavernosa31911,0
Mcavernosa31910,0
Mcavernosa31909,0
Mcavernosa31907,0
Mcavernosa31908,0
Mcavernosa31918,0
Mcavernosa31914,0
Mcavernosa31917,0
Mcavernosa31912,0
Mcavernosa31915,0
Mcavernosa31916,0
Mcavernosa31919,0
Mcavernosa31923,0
Mcavernosa31924,0
Mcavernosa31932,12.0183437036494
Mcavernosa31931,0
Mcavernosa31925,0
Mcavernosa31927,0
Mcavernosa31926,0
Mcavernosa31935,0
Mcavernosa31930,0
Mcavernosa31933,0
Mcavernosa31928,0
Mcavernosa31936,0
Mcavernosa31944,0
Mcavernosa31937,0
Mcavernosa31940,0
Mcavernosa31941,0
Mcavernosa31939,0
Mcavernosa31947,0
Mcavernosa31949,0
Mcavernosa31946,0
Mcavernosa31943,0
Mcavernosa31950,0
Mcavernosa31942,0
Mcavernosa31945,0
Mcavernosa31957,0
Mcavernosa31951,0
Mcavernosa31954,0
Mcavernosa31956,0
Mcavernosa31953,0
Mcavernosa31955,0
Mcavernosa31972,0
Mcavernosa31961,0
Mcavernosa31964,0
Mcavernosa31959,0
Mcavernosa31971,0
Mcavernosa31968,0
Mcavernosa31963,0
Mcavernosa31958,0
Mcavernosa31970,0
Mcavernosa31960,0
Mcavernosa31974,0
Mcavernosa31975,0
Mcavernosa31984,0
Mcavernosa31979,0
Mcavernosa31980,0
Mcavernosa31986,0
Mcavernosa31981,0
Mcavernosa31985,0
Mcavernosa31989,0
Mcavernosa31993,0
Mcavernosa31990,0
Mcavernosa31991,0
Mcavernosa31992,0
Mcavernosa32002,0
Mcavernosa31997,0
Mcavernosa31995,0
Mcavernosa32000,0
Mcavernosa32008,0
Mcavernosa32003,0
Mcavernosa32011,0
Mcavernosa32015,0
Mcavernosa32017,0
Mcavernosa32016,0
Mcavernosa32014,0
Mcavernosa32021,0
Mcavernosa32023,0
Mcavernosa32018,0
Mcavernosa32020,0
Mcavernosa32022,0
Mcavernosa32033,0
Mcavernosa32035,0
Mcavernosa32036,0
Mcavernosa32030,0
Mcavernosa32025,0
Mcavernosa32028,0
Mcavernosa32029,0
Mcavernosa32031,0
Mcavernosa32026,0
Mcavernosa32027,0
Mcavernosa32039,0
Mcavernosa32041,0
Mcavernosa32042,0
Mcavernosa32038,0
Mcavernosa32037,0
Mcavernosa32043,0
Mcavernosa32046,0
Mcavernosa32045,0
Mcavernosa32047,0
Mcavernosa32054,0
Mcavernosa32053,0
Mcavernosa32051,0
Mcavernosa32057,0
Mcavernosa32048,0
Mcavernosa32049,0
Mcavernosa32055,0
Mcavernosa32052,0
Mcavernosa32056,0
Mcavernosa32061,0
Mcavernosa32060,0
Mcavernosa32064,0
Mcavernosa32062,0
Mcavernosa32067,0
Mcavernosa32058,0
Mcavernosa32059,0
Mcavernosa32068,0
Mcavernosa32063,0
Mcavernosa32065,0
Mcavernosa32066,0
Mcavernosa32071,0
Mcavernosa32070,0
Mcavernosa32072,0
Mcavernosa32075,0
Mcavernosa32074,0
Mcavernosa32080,0
Mcavernosa32077,0
Mcavernosa32076,0
Mcavernosa32078,0
Mcavernosa32081,0
Mcavernosa32087,0
Mcavernosa32088,0
Mcavernosa32085,0
Mcavernosa32089,0
Mcavernosa32095,0
Mcavernosa32096,0
Mcavernosa32093,0
Mcavernosa32092,0
Mcavernosa32097,0
Mcavernosa32094,0
Mcavernosa32099,0
Mcavernosa32104,0
Mcavernosa32102,0
Mcavernosa32105,0
Mcavernosa32103,0
Mcavernosa32098,0
Mcavernosa32101,0
Mcavernosa32100,0
Mcavernosa32107,0
Mcavernosa32109,0
Mcavernosa32112,0
Mcavernosa32108,0
Mcavernosa32117,0
Mcavernosa32116,0
Mcavernosa32121,0
Mcavernosa32127,0
Mcavernosa32122,0
Mcavernosa32123,0
Mcavernosa32132,0
Mcavernosa32130,0
Mcavernosa32133,0
Mcavernosa32131,0
Mcavernosa32140,0
Mcavernosa32137,0
Mcavernosa32135,0
Mcavernosa32138,0
Mcavernosa32134,0
Mcavernosa32136,0
Mcavernosa32148,0
Mcavernosa32150,0
Mcavernosa32147,0
Mcavernosa32146,0
Mcavernosa32145,0
Mcavernosa32149,0
Mcavernosa32159,0
Mcavernosa32151,0
Mcavernosa32155,0
Mcavernosa32156,0
Mcavernosa32162,0
Mcavernosa32152,0
Mcavernosa32165,0
Mcavernosa32164,0
Mcavernosa32160,0
Mcavernosa32161,0
Mcavernosa32166,0
Mcavernosa32163,0
Mcavernosa32167,0
Mcavernosa32173,0
Mcavernosa32174,5.8523671160969
Mcavernosa32175,0
Mcavernosa32170,0
Mcavernosa32172,0
Mcavernosa32176,0
Mcavernosa32190,0
Mcavernosa32195,0
Mcavernosa32188,0
Mcavernosa32183,0
Mcavernosa32180,0
Mcavernosa32197,0
Mcavernosa32196,0
Mcavernosa32200,0
Mcavernosa32198,0
Mcavernosa32199,0
Mcavernosa32206,0
Mcavernosa32203,0
Mcavernosa32202,0
Mcavernosa32201,0
Mcavernosa32209,0
Mcavernosa32204,0
Mcavernosa32218,0
Mcavernosa32215,0
Mcavernosa32208,0
Mcavernosa32213,0
Mcavernosa32216,0
Mcavernosa32217,0
Mcavernosa32211,0
Mcavernosa32212,0
Mcavernosa32219,0
Mcavernosa32210,0
Mcavernosa32229,0
Mcavernosa32227,0
Mcavernosa32230,0
Mcavernosa32224,0
Mcavernosa32226,0
Mcavernosa32221,0
Mcavernosa32225,0
Mcavernosa32236,0
Mcavernosa32234,0
Mcavernosa32235,0
Mcavernosa32232,0
Mcavernosa32233,0
Mcavernosa32242,0
Mcavernosa32241,0
Mcavernosa32240,0
Mcavernosa32238,0
Mcavernosa32237,0
Mcavernosa32239,0
Mcavernosa32254,0
Mcavernosa32253,0
Mcavernosa32249,0
Mcavernosa32256,0
Mcavernosa32263,0
Mcavernosa32257,0
Mcavernosa32258,0
Mcavernosa32266,0
Mcavernosa32260,0
Mcavernosa32259,0
Mcavernosa32280,0
Mcavernosa32271,0
Mcavernosa32278,0
Mcavernosa32281,0
Mcavernosa32272,0
Mcavernosa32277,0
Mcavernosa32273,0
Mcavernosa32279,0
Mcavernosa32268,0
Mcavernosa32274,0
Mcavernosa32267,0
Mcavernosa32275,0
Mcavernosa32270,0
Mcavernosa32284,0
Mcavernosa32286,0
Mcavernosa32282,0
Mcavernosa32290,0
Mcavernosa32288,0
Mcavernosa32287,0
Mcavernosa32292,0
Mcavernosa32298,0
Mcavernosa32301,0
Mcavernosa32295,0
Mcavernosa32297,0
Mcavernosa32293,0
Mcavernosa32302,0
Mcavernosa32305,0
Mcavernosa32303,0
Mcavernosa32306,0
Mcavernosa32304,0
Mcavernosa32307,0
Mcavernosa32308,0
Mcavernosa32316,0
Mcavernosa32309,0
Mcavernosa32313,0
Mcavernosa32311,0
Mcavernosa32317,0
Mcavernosa32312,0
Mcavernosa32315,0
Mcavernosa32310,0
Mcavernosa32314,0
Mcavernosa32323,0
Mcavernosa32321,0
Mcavernosa32326,0
Mcavernosa32319,0
Mcavernosa32329,0
Mcavernosa32320,0
Mcavernosa32328,0
Mcavernosa32325,0
Mcavernosa32327,0
Mcavernosa32324,0
Mcavernosa32334,0
Mcavernosa32341,0
Mcavernosa32331,0
Mcavernosa32333,0
Mcavernosa32335,0
Mcavernosa32339,0
Mcavernosa32338,0
Mcavernosa32337,0
Mcavernosa32330,0
Mcavernosa32332,0
Mcavernosa32340,0
Mcavernosa32343,0
Mcavernosa32345,0
Mcavernosa32344,0
Mcavernosa32342,0
Mcavernosa32348,0
Mcavernosa32347,0
Mcavernosa32350,0
Mcavernosa32346,0
Mcavernosa32352,0
Mcavernosa32349,0
Mcavernosa32353,0
Mcavernosa32359,0
Mcavernosa32358,0
Mcavernosa32357,0
Mcavernosa32356,0
Mcavernosa32361,0
Mcavernosa32360,0
Mcavernosa32366,0
Mcavernosa32364,0
Mcavernosa32363,0
Mcavernosa32373,0
Mcavernosa32376,0
Mcavernosa32375,0
Mcavernosa32374,0
Mcavernosa32367,0
Mcavernosa32372,0
Mcavernosa32371,0
Mcavernosa32388,0
Mcavernosa32377,0
Mcavernosa32387,0
Mcavernosa32381,0
Mcavernosa32390,0
Mcavernosa32378,0
Mcavernosa32379,0
Mcavernosa32383,0
Mcavernosa32384,0
Mcavernosa32380,0
Mcavernosa32386,0
Mcavernosa32398,0
Mcavernosa32392,0
Mcavernosa32397,0
Mcavernosa32394,0
Mcavernosa32400,0
Mcavernosa32391,0
Mcavernosa32399,0
Mcavernosa32396,0
Mcavernosa32405,0
Mcavernosa32403,0
Mcavernosa32406,0
Mcavernosa32401,0
Mcavernosa32404,0
Mcavernosa32402,0
Mcavernosa32410,0
Mcavernosa32407,0
Mcavernosa32408,0
Mcavernosa32414,0
Mcavernosa32418,0
Mcavernosa32412,0
Mcavernosa32413,0
Mcavernosa32417,0
Mcavernosa32415,0
Mcavernosa32426,0
Mcavernosa32422,2.66904547058201
Mcavernosa32421,0
Mcavernosa32423,0
Mcavernosa32425,0
Mcavernosa32424,0
Mcavernosa32430,0
Mcavernosa32431,0
Mcavernosa32443,0
Mcavernosa32429,0
Mcavernosa32445,0
Mcavernosa32444,0
Mcavernosa32446,0
Mcavernosa32454,0
Mcavernosa32456,0
Mcavernosa32455,0
Mcavernosa32468,0
Mcavernosa32463,0
Mcavernosa32464,0
Mcavernosa32465,0
Mcavernosa32469,0
Mcavernosa32474,0
Mcavernosa32476,0
Mcavernosa32475,0
Mcavernosa32471,0
Mcavernosa32479,0
Mcavernosa32480,0
Mcavernosa32478,0
Mcavernosa32473,0
Mcavernosa32477,0
Mcavernosa32495,0
Mcavernosa32493,0
Mcavernosa32491,0
Mcavernosa32482,0
Mcavernosa32494,0
Mcavernosa32487,0
Mcavernosa32492,0
Mcavernosa32486,0
Mcavernosa32484,0
Mcavernosa32485,0
Mcavernosa32490,0
Mcavernosa32489,0
Mcavernosa32488,0
Mcavernosa32502,0
Mcavernosa32498,0
Mcavernosa32505,0
Mcavernosa32501,0
Mcavernosa32504,0
Mcavernosa32503,0
Mcavernosa32500,0
Mcavernosa32499,0
Mcavernosa32507,0
Mcavernosa32497,0
Mcavernosa32496,0
Mcavernosa32506,0
Mcavernosa18172,0
Mcavernosa18171,0
Mcavernosa18173,0
Mcavernosa18170,0
Mcavernosa18169,0
Mcavernosa18175,0
Mcavernosa18178,0
Mcavernosa18174,0
Mcavernosa18182,0
Mcavernosa18179,0
Mcavernosa18181,0
Mcavernosa18183,0
Mcavernosa18184,0
Mcavernosa18187,0
Mcavernosa18186,0
Mcavernosa18195,0
Mcavernosa18188,0
Mcavernosa18193,0
Mcavernosa18192,0
Mcavernosa18194,0
Mcavernosa18204,5.07606436607152
Mcavernosa18206,0
Mcavernosa18198,0
Mcavernosa18202,0
Mcavernosa18200,0
Mcavernosa18201,0
Mcavernosa18203,0
Mcavernosa18197,0
Mcavernosa18211,0
Mcavernosa18213,0
Mcavernosa18207,0
Mcavernosa18214,0
Mcavernosa18209,0
Mcavernosa18208,0
Mcavernosa18210,0
Mcavernosa18215,0
Mcavernosa18212,0
Mcavernosa18223,0
Mcavernosa18224,0
Mcavernosa18220,0
Mcavernosa18226,0
Mcavernosa18227,0
Mcavernosa18225,0
Mcavernosa18218,0
Mcavernosa18217,0
Mcavernosa18228,0
Mcavernosa18216,0
Mcavernosa18230,0
Mcavernosa18229,0
Mcavernosa18241,0
Mcavernosa18238,0
Mcavernosa18242,0
Mcavernosa18239,0
Mcavernosa18237,0
Mcavernosa18233,0
Mcavernosa18245,0
Mcavernosa18232,0
Mcavernosa18240,0
Mcavernosa18236,0
Mcavernosa18235,0
Mcavernosa18234,0
Mcavernosa18243,0
Mcavernosa18244,0
Mcavernosa18254,0
Mcavernosa18247,0
Mcavernosa18255,0
Mcavernosa18250,0
Mcavernosa18246,0
Mcavernosa18258,0
Mcavernosa18257,0
Mcavernosa18259,0
Mcavernosa18260,0
Mcavernosa18256,0
Mcavernosa18270,0
Mcavernosa18266,0
Mcavernosa18267,0
Mcavernosa18264,0
Mcavernosa18261,0
Mcavernosa18265,0
Mcavernosa18271,0
Mcavernosa18262,0
Mcavernosa18269,0
Mcavernosa18263,0
Mcavernosa18277,0
Mcavernosa18279,0
Mcavernosa18278,0
Mcavernosa18283,0
Mcavernosa18272,0
Mcavernosa18282,0
Mcavernosa18280,0
Mcavernosa18273,0
Mcavernosa18281,0
Mcavernosa18289,0
Mcavernosa18294,0
Mcavernosa18291,0
Mcavernosa18293,0
Mcavernosa18295,0
Mcavernosa18284,0
Mcavernosa18287,0
Mcavernosa18288,0
Mcavernosa18292,0
Mcavernosa18285,0
Mcavernosa18286,0
Mcavernosa18290,0
Mcavernosa18298,0
Mcavernosa18304,0
Mcavernosa18302,0
Mcavernosa18297,0
Mcavernosa18296,0
Mcavernosa18299,0
Mcavernosa18301,0
Mcavernosa18305,0
Mcavernosa18309,0
Mcavernosa18311,0
Mcavernosa18308,0
Mcavernosa18319,0
Mcavernosa18320,0
Mcavernosa18325,0
Mcavernosa18323,0
Mcavernosa18316,0
Mcavernosa18313,0
Mcavernosa18310,0
Mcavernosa18321,0
Mcavernosa18327,0
Mcavernosa18329,0
Mcavernosa18333,0
Mcavernosa18326,0
Mcavernosa18332,0
Mcavernosa18330,0
Mcavernosa18339,0
Mcavernosa18338,0
Mcavernosa18337,0
Mcavernosa18336,0
Mcavernosa18353,0
Mcavernosa18350,0
Mcavernosa18343,0
Mcavernosa18342,0
Mcavernosa18345,0
Mcavernosa18359,0
Mcavernosa18358,0
Mcavernosa18356,0
Mcavernosa18360,0
Mcavernosa18364,0
Mcavernosa18368,0
Mcavernosa18372,0
Mcavernosa18370,0
Mcavernosa18365,0
Mcavernosa18369,0
Mcavernosa18374,0
Mcavernosa18367,0
Mcavernosa18371,0
Mcavernosa18373,0
Mcavernosa18366,0
Mcavernosa18396,0
Mcavernosa18381,0
Mcavernosa18394,0
Mcavernosa18385,0
Mcavernosa18390,0
Mcavernosa18384,0
Mcavernosa18383,0
Mcavernosa18382,0
Mcavernosa18387,0
Mcavernosa18392,0
Mcavernosa18388,0
Mcavernosa18386,0
Mcavernosa18397,0
Mcavernosa18402,0
Mcavernosa18398,0
Mcavernosa18399,0
Mcavernosa18404,0
Mcavernosa18400,0
Mcavernosa18409,0
Mcavernosa18417,0
Mcavernosa18405,0
Mcavernosa18416,0
Mcavernosa18419,0
Mcavernosa18410,0
Mcavernosa18406,0
Mcavernosa18407,0
Mcavernosa18415,0
Mcavernosa18412,0
Mcavernosa18414,0
Mcavernosa18418,0
Mcavernosa18421,0
Mcavernosa18422,0
Mcavernosa18424,0
Mcavernosa18425,0
Mcavernosa18423,0
Mcavernosa18434,0
Mcavernosa18437,0
Mcavernosa18426,0
Mcavernosa18429,0
Mcavernosa18432,0
Mcavernosa18433,0
Mcavernosa18427,0
Mcavernosa18438,0
Mcavernosa18430,0
Mcavernosa18428,0
Mcavernosa18439,0
Mcavernosa18443,0
Mcavernosa18441,0
Mcavernosa18442,0
Mcavernosa18440,0
Mcavernosa18451,0
Mcavernosa18445,0
Mcavernosa18444,0
Mcavernosa18454,0
Mcavernosa18463,0
Mcavernosa18458,0
Mcavernosa18459,0
Mcavernosa18457,0
Mcavernosa18453,0
Mcavernosa18456,0
Mcavernosa18462,0
Mcavernosa18460,0
Mcavernosa18455,0
Mcavernosa18450,0
Mcavernosa18464,0
Mcavernosa18470,0
Mcavernosa18469,0
Mcavernosa18466,0
Mcavernosa18468,0
Mcavernosa18473,0
Mcavernosa18480,0
Mcavernosa18484,0
Mcavernosa18475,0
Mcavernosa18472,0
Mcavernosa18474,0
Mcavernosa18479,0
Mcavernosa18471,0
Mcavernosa18476,0
Mcavernosa18489,0
Mcavernosa18485,0
Mcavernosa18492,0
Mcavernosa18491,0
Mcavernosa18494,0
Mcavernosa18487,0
Mcavernosa18490,0
Mcavernosa18493,0
Mcavernosa18486,0
Mcavernosa18495,0
Mcavernosa18482,0
Mcavernosa18481,0
Mcavernosa18506,0
Mcavernosa18502,0
Mcavernosa18496,0
Mcavernosa18505,0
Mcavernosa18500,0
Mcavernosa18498,0
Mcavernosa18497,0
Mcavernosa18509,0
Mcavernosa18507,0
Mcavernosa18508,0
Mcavernosa18515,0
Mcavernosa18513,0
Mcavernosa18511,0
Mcavernosa18510,0
Mcavernosa18516,0
Mcavernosa18514,0
Mcavernosa18512,0
Mcavernosa18517,0
Mcavernosa18521,0
Mcavernosa18524,0
Mcavernosa18523,0
Mcavernosa18533,0
Mcavernosa18532,0
Mcavernosa18529,0
Mcavernosa18528,0
Mcavernosa18522,0
Mcavernosa18525,0
Mcavernosa18527,0
Mcavernosa18531,0
Mcavernosa18526,0
Mcavernosa18535,0
Mcavernosa18537,0
Mcavernosa18534,0
Mcavernosa18538,0
Mcavernosa18536,0
Mcavernosa18558,0
Mcavernosa18559,0
Mcavernosa18543,0
Mcavernosa18547,0
Mcavernosa18549,0
Mcavernosa18548,0
Mcavernosa18539,0
Mcavernosa18542,0
Mcavernosa18541,0
Mcavernosa18545,0
Mcavernosa18556,0
Mcavernosa18540,0
Mcavernosa18555,0
Mcavernosa18562,0
Mcavernosa18563,0
Mcavernosa18561,0
Mcavernosa18565,0
Mcavernosa18569,0
Mcavernosa18560,0
Mcavernosa18568,0
Mcavernosa18567,0
Mcavernosa18570,0
Mcavernosa18578,0
Mcavernosa18576,0
Mcavernosa18573,0
Mcavernosa18581,0
Mcavernosa18574,0
Mcavernosa18572,0
Mcavernosa18580,0
Mcavernosa18583,0
Mcavernosa18575,0
Mcavernosa18584,0
Mcavernosa18585,0
Mcavernosa18589,0
Mcavernosa18586,0
Mcavernosa18590,0
Mcavernosa18587,0
Mcavernosa18593,0
Mcavernosa18597,0
Mcavernosa18595,0
Mcavernosa18598,0
Mcavernosa18596,0
Mcavernosa18594,0
Mcavernosa18592,0
Mcavernosa18603,0
Mcavernosa18602,0
Mcavernosa18604,0
Mcavernosa18600,0
Mcavernosa18605,0
Mcavernosa18606,0
Mcavernosa18601,0
Mcavernosa18607,0
Mcavernosa18613,0
Mcavernosa18610,0
Mcavernosa18621,0
Mcavernosa18619,0
Mcavernosa18616,0
Mcavernosa18611,0
Mcavernosa18628,0
Mcavernosa18608,0
Mcavernosa18623,0
Mcavernosa18622,0
Mcavernosa18625,0
Mcavernosa18626,0
Mcavernosa18627,0
Mcavernosa18632,0
Mcavernosa18635,0
Mcavernosa18630,0
Mcavernosa18636,0
Mcavernosa18637,0
Mcavernosa18638,0
Mcavernosa18641,0
Mcavernosa18642,0
Mcavernosa18640,0
Mcavernosa18639,0
Mcavernosa18643,0
Mcavernosa18644,0
Mcavernosa18645,0
Mcavernosa18652,0
Mcavernosa18646,0
Mcavernosa18648,0
Mcavernosa18653,0
Mcavernosa18654,0
Mcavernosa18650,0
Mcavernosa18651,0
Mcavernosa18669,0
Mcavernosa18658,0
Mcavernosa18655,0
Mcavernosa18668,0
Mcavernosa18666,0
Mcavernosa18667,0
Mcavernosa18663,0
Mcavernosa18675,0
Mcavernosa18672,0
Mcavernosa18670,0
Mcavernosa18676,0
Mcavernosa18673,0
Mcavernosa18677,0
Mcavernosa18678,0
Mcavernosa18683,0
Mcavernosa18682,0
Mcavernosa18681,0
Mcavernosa18685,0
Mcavernosa18689,0
Mcavernosa18695,0
Mcavernosa18693,0
Mcavernosa18686,0
Mcavernosa18692,0
Mcavernosa18688,0
Mcavernosa18687,0
Mcavernosa18699,0
Mcavernosa18701,0
Mcavernosa18698,0
Mcavernosa18704,6.95959163336726
Mcavernosa18705,0
Mcavernosa18703,0
Mcavernosa18691,0
Mcavernosa18706,0
Mcavernosa18696,0
Mcavernosa18697,0
Mcavernosa18713,0
Mcavernosa18714,0
Mcavernosa18710,0
Mcavernosa18712,0
Mcavernosa18711,0
Mcavernosa18707,0
Mcavernosa18715,0
Mcavernosa18718,0
Mcavernosa18717,0
Mcavernosa18716,0
Mcavernosa18725,0
Mcavernosa18729,0
Mcavernosa18726,0
Mcavernosa18727,0
Mcavernosa18721,0
Mcavernosa18720,0
Mcavernosa18724,0
Mcavernosa18735,0
Mcavernosa18738,0
Mcavernosa18734,0
Mcavernosa18732,0
Mcavernosa18739,0
Mcavernosa18731,0
Mcavernosa18736,0
Mcavernosa18733,0
Mcavernosa18743,0
Mcavernosa18744,0
Mcavernosa18748,0
Mcavernosa18745,0
Mcavernosa18747,0
Mcavernosa18758,0
Mcavernosa18751,0
Mcavernosa18757,0
Mcavernosa18753,0
Mcavernosa18756,0
Mcavernosa18752,0
Mcavernosa18749,0
Mcavernosa18761,0
Mcavernosa18768,0
Mcavernosa18762,0
Mcavernosa18767,0
Mcavernosa18770,0
Mcavernosa18771,0
Mcavernosa18759,0
Mcavernosa18763,0
Mcavernosa18760,0
Mcavernosa18764,0
Mcavernosa18765,0
Mcavernosa18766,0
Mcavernosa18780,6.88481974273447
Mcavernosa18773,0
Mcavernosa18783,0
Mcavernosa18774,0
Mcavernosa18769,0
Mcavernosa18776,0
Mcavernosa18778,0
Mcavernosa18784,0
Mcavernosa18772,0
Mcavernosa18786,0
Mcavernosa18785,0
Mcavernosa18790,0
Mcavernosa18797,0
Mcavernosa18798,0
Mcavernosa18794,0
Mcavernosa18792,0
Mcavernosa18795,0
Mcavernosa18806,0
Mcavernosa18807,0
Mcavernosa18799,0
Mcavernosa18810,0
Mcavernosa18801,0
Mcavernosa18800,0
Mcavernosa18811,0
Mcavernosa18809,0
Mcavernosa18808,0
Mcavernosa18814,0
Mcavernosa18813,0
Mcavernosa18805,0
Mcavernosa18812,4.86211884940322
Mcavernosa18803,0
Mcavernosa18819,0
Mcavernosa18816,0
Mcavernosa18822,0
Mcavernosa18824,0
Mcavernosa18821,0
Mcavernosa18825,0
Mcavernosa18826,0
Mcavernosa18818,0
Mcavernosa18817,0
Mcavernosa18820,0
Mcavernosa18827,0
Mcavernosa18830,0
Mcavernosa18828,0
Mcavernosa18829,0
