gene,kme
Mcavernosa04437,0
Mcavernosa04549,0
Mcavernosa04613,0
Mcavernosa04669,0
Mcavernosa04702,0
Mcavernosa04806,0.444321720930924
Mcavernosa04853,0
Mcavernosa04908,0.605690134051081
Mcavernosa05282,0.510707352484296
Mcavernosa05329,0
Mcavernosa05384,0.417662288969799
Mcavernosa05502,0
Mcavernosa05503,0
Mcavernosa05997,0
Mcavernosa06041,0.531745951163154
Mcavernosa06042,0.531745951163154
Mcavernosa06070,0
Mcavernosa06072,0
Mcavernosa12216,0
Mcavernosa12259,0
Mcavernosa12257,0
Mcavernosa12258,0
Mcavernosa12583,0.429346277879741
Mcavernosa12584,0.429346277879741
Mcavernosa12638,0
Mcavernosa12637,0
Mcavernosa12731,0
Mcavernosa12775,0
Mcavernosa12876,0.368737174983386
Mcavernosa12925,0.424577977976056
Mcavernosa12973,0.524184594006256
Mcavernosa13018,0
Mcavernosa13449,0
Mcavernosa13706,0
Mcavernosa27857,0
Mcavernosa28146,0
Mcavernosa28201,0.555181289340543
Mcavernosa28309,0
Mcavernosa28444,0
Mcavernosa28597,0.592766788281765
Mcavernosa28677,0
Mcavernosa28809,0
Mcavernosa08391,0
Mcavernosa08533,0
Mcavernosa08620,0
Mcavernosa08678,0.484245777148091
Mcavernosa08949,0
Mcavernosa14296,0
Mcavernosa14334,0.505951400826189
Mcavernosa14497,0.384324202965761
Mcavernosa14496,0.384324202965761
Mcavernosa14495,0
Mcavernosa14583,0
Mcavernosa14673,0.289136150752314
Mcavernosa14674,0.289136150752314
Mcavernosa14805,0.591711831734218
Mcavernosa15011,0
Mcavernosa15301,0
Mcavernosa11293,0
Mcavernosa11342,0.520923503160538
Mcavernosa11397,0
Mcavernosa11555,0
Mcavernosa11600,0.440246749703829
Mcavernosa11910,0
Mcavernosa11983,0
Mcavernosa12021,0
Mcavernosa12064,0
Mcavernosa12063,0
Mcavernosa12062,0
Mcavernosa31803,0
Mcavernosa31888,0
Mcavernosa31942,0
Mcavernosa32020,0
Mcavernosa32046,0
Mcavernosa32149,0
Mcavernosa32197,0
Mcavernosa32198,0
Mcavernosa32394,0
Mcavernosa32422,0.294989880357318
Mcavernosa18264,0
Mcavernosa18421,0
Mcavernosa18450,0
Mcavernosa18479,0
Mcavernosa18476,0
Mcavernosa18540,0
Mcavernosa18696,0.488291731282774
Mcavernosa18763,0.485771402720934
Mcavernosa06644,0
Mcavernosa06807,0.43332546401099
Mcavernosa06954,0
Mcavernosa07100,0.29318372203141
Mcavernosa19170,0
Mcavernosa19273,0.441586373233811
Mcavernosa19332,0.486454552493943
Mcavernosa19362,0
Mcavernosa19393,0.474960559637136
Mcavernosa19566,0
Mcavernosa19803,0
Mcavernosa20025,0
Mcavernosa21971,0
Mcavernosa22031,0
Mcavernosa22225,0
Mcavernosa22366,0
Mcavernosa22410,0
Mcavernosa22476,0
Mcavernosa22520,0
Mcavernosa22582,0
Mcavernosa22631,0
Mcavernosa22713,0
Mcavernosa15378,0
Mcavernosa15460,0
Mcavernosa15547,0
Mcavernosa15546,0
Mcavernosa15582,0
Mcavernosa15704,0
Mcavernosa15735,0
Mcavernosa15792,0
Mcavernosa15791,0
Mcavernosa15887,0
Mcavernosa16017,0
Mcavernosa16042,0
Mcavernosa16255,0
Mcavernosa16298,0
Mcavernosa16345,0
Mcavernosa10288,0
Mcavernosa10289,0
Mcavernosa10349,0
Mcavernosa10350,0
Mcavernosa10407,0
Mcavernosa10464,0.307364127105158
Mcavernosa10517,0
Mcavernosa10551,0
Mcavernosa10570,0
Mcavernosa10590,0
Mcavernosa10680,0
Mcavernosa10898,0
Mcavernosa10923,0
Mcavernosa10959,0
Mcavernosa11072,0
Mcavernosa11130,0
Mcavernosa11159,0
Mcavernosa11158,0
Mcavernosa11196,0
Mcavernosa11198,0
Mcavernosa11197,0
Mcavernosa09380,0
Mcavernosa09381,0
Mcavernosa09382,0
Mcavernosa09478,0
Mcavernosa09530,0
Mcavernosa09529,0
Mcavernosa09531,0
Mcavernosa09693,0
Mcavernosa09692,0
Mcavernosa09847,0
Mcavernosa10121,0
Mcavernosa10160,0
Mcavernosa10204,0
Mcavernosa10205,0
Mcavernosa20997,0
Mcavernosa21024,0
Mcavernosa21156,0
Mcavernosa21177,0.620342494192494
Mcavernosa21195,0
Mcavernosa21211,0.406026392605639
Mcavernosa21290,0
