# BEAST v1.10.4 Prerelease #bc6cbd9
# Generated Thu Oct 31 14:59:08 CDT 2019 [seed=1572551891175]
# -window -working -options
state	joint	prior	likelihood	treeModel.rootHeight	treeLength	constant.popSize	kappa	frequencies1	frequencies2	frequencies3	frequencies4	clock.rate	meanRate	treeLikelihood	branchRates	coalescent
273000	-232710.82677502828	-211.05225067578593	-232499.77452435248	0.08915023301704479	6.008508830506825	2.8523434264156107	3.764199304780176	0.22363198431186398	0.25693501917732153	0.2805895499512462	0.23884344655956843	1.0	1.0	-232499.77452435248	0.0	-209.29434057154492
274000	-232719.28956593134	-212.2325261855208	-232507.05703974582	0.09120186424539999	6.097099455225022	2.715828940091794	3.8144786356188933	0.2266840049362457	0.25606285914273325	0.27738327110948285	0.23986986481153835	1.0	1.0	-232507.05703974582	0.0	-210.50757014440475
275000	-232726.30280130098	-212.29073941143866	-232514.01206188955	0.09146758620092052	6.097378966067287	2.8165125201169694	3.759754899121079	0.22745417258350362	0.25288796421929965	0.2793968413756308	0.24026102182156608	1.0	1.0	-232514.01206188955	0.0	-210.54689788515455
276000	-232733.34920314723	-212.07280957994598	-232521.27639356727	0.09174603829630809	6.0940544706005575	2.746790279001631	3.700063868736661	0.22385899823590374	0.25431926723474246	0.2815607127077879	0.24026102182156608	1.0	1.0	-232521.27639356727	0.0	-210.3732782974132
277000	-232729.56688614804	-211.63525003436524	-232517.93163611367	0.0913776878121986	6.0626895241803345	2.841151853032854	3.734930594472554	0.22810661489375905	0.254452960308907	0.2791345766308872	0.23830584816644684	1.0	1.0	-232517.93163611367	0.0	-209.89068403363285
278000	-232727.43716570493	-212.3734534191613	-232515.06371228577	0.09071466741996043	6.085938399479824	2.531378924397965	3.7863921902244595	0.22810661489375905	0.2566045414976686	0.2781227304771469	0.23716611313142555	1.0	1.0	-232515.06371228577	0.0	-210.72780578362008
279000	-232719.63595985383	-211.44555032754042	-232508.1904095263	0.09195342821788713	6.061841662397648	2.635315923237002	3.7863921902244595	0.22281613563832936	0.2548690599932511	0.2788255457100066	0.24348925865841306	1.0	1.0	-232508.1904095263	0.0	-209.75966380589725
280000	-232727.8310721725	-214.8498882258375	-232512.98118394666	0.09435269516656432	6.086993453445375	3.5480673195521377	3.7951122123548853	0.22281613563832936	0.2548690599932511	0.2808950616069169	0.24141974276150274	1.0	1.0	-232512.98118394666	0.0	-212.8638117872074
281000	-232729.85119262303	-212.00077805331244	-232517.85041456972	0.09152565180202361	6.071170792100925	2.529523254962264	3.7951122123548853	0.22675964334923304	0.25792401528684583	0.27629988685689155	0.23901645450702966	1.0	1.0	-232517.85041456972	0.0	-210.35307380468416
282000	-232730.12362691297	-213.06358448854292	-232517.06004242442	0.09081417566994499	6.139154731428762	2.584759099072917	3.7906150168354467	0.22346575957596185	0.261217899060117	0.27629988685689155	0.23901645450702966	1.0	1.0	-232517.06004242442	0.0	-211.39571726390773
283000	-232724.55608867394	-212.64098886757816	-232511.91509980636	0.0929214495489415	6.084046860707977	3.108635378247815	3.7906150168354467	0.2256740581835971	0.2590096004524818	0.27629988685689155	0.23901645450702966	1.0	1.0	-232511.91509980636	0.0	-210.78857010994528
284000	-232716.31891019372	-212.94607330746217	-232503.37283688626	0.09332110181429704	6.1414099413652625	2.6755141339333597	3.718245302845805	0.2256740581835971	0.2590096004524818	0.27629988685689155	0.23901645450702966	1.0	1.0	-232503.37283688626	0.0	-211.26695671279046
285000	-232717.69123513898	-212.26890704906796	-232505.42232808992	0.09076743720770791	6.063863447443096	3.0583850410010553	3.8038524023026525	0.2235211069169764	0.2611625517191024	0.27629988685689155	0.23901645450702966	1.0	1.0	-232505.42232808992	0.0	-210.42855327385075
286000	-232736.52573698972	-212.79340272359522	-232523.73233426613	0.09077153147189822	6.0906257632711664	3.1215232003683293	3.8038524023026525	0.2274308376814283	0.25770695932728777	0.27966639155279244	0.2351958114384915	1.0	1.0	-232523.73233426613	0.0	-210.9326148727127
287000	-232718.21575382756	-211.62411038596096	-232506.5916434416	0.09207304467114674	6.0708183785157255	2.791682776341047	3.753394523447533	0.22151549930743336	0.25736567307077984	0.28328689220492137	0.2378319354168654	1.0	1.0	-232506.5916434416	0.0	-209.89116741060178
288000	-232731.6570813154	-212.71588132040088	-232518.941199995	0.09066235547158076	6.092242958635955	2.5074298188293698	3.750185876096639	0.22553674052279177	0.25506090099536644	0.2796809806816731	0.2397213778001687	1.0	1.0	-232518.941199995	0.0	-211.0913562573706
289000	-232714.33565332106	-212.39662032726073	-232501.9390329938	0.09050495779930343	6.019407371691454	2.284114507352743	3.7805710192682183	0.22303996885170158	0.2559881907773606	0.28217775235276327	0.23879408801817448	1.0	1.0	-232501.9390329938	0.0	-210.85562260741557
290000	-232720.6987368179	-217.94013929644268	-232502.75859752146	0.09381117507110555	6.083441008389489	3.9683350929345718	3.7951652686362323	0.22303996885170158	0.2559881907773606	0.28217775235276327	0.23879408801817448	1.0	1.0	-232502.75859752146	0.0	-215.84210229539676
291000	-232711.8226392967	-213.11479573960156	-232498.70784355712	0.09156872920224049	6.114125774317557	2.4364635281774794	3.774892118219512	0.22594661475527542	0.2549751402129841	0.2792711064491894	0.23980713858255098	1.0	1.0	-232498.70784355712	0.0	-211.5110487323809
292000	-232709.14639943757	-212.10425199247052	-232497.04214744508	0.09166645551803214	6.064173505132668	3.0402424534198063	3.7183486306070876	0.21939057036715506	0.257302958261649	0.28169416809808434	0.24161230327311145	1.0	1.0	-232497.04214744508	0.0	-210.29730633220652
293000	-232710.6623375237	-211.3649476219715	-232499.29738990174	0.08979364884772204	6.053514580339746	2.779999787097912	3.79228663143835	0.22125648439421264	0.2568123313614127	0.28169416809808434	0.24023701614629023	1.0	1.0	-232499.29738990174	0.0	-209.62372707581227
294000	-232710.29063630788	-212.53487501019154	-232497.75576129768	0.09166097796743776	6.122052026456872	2.732173420766712	3.7364369903182895	0.22156696757756147	0.26045812299857846	0.2801676357400875	0.23780727368377244	1.0	1.0	-232497.75576129768	0.0	-210.82893584858297
295000	-232721.13204746725	-212.1416293187823	-232508.99041814846	0.09254831469807069	6.107892264830051	2.89350880576048	3.730382891235225	0.22156696757756147	0.25433228435381783	0.2801676357400875	0.24393311232853307	1.0	1.0	-232508.99041814846	0.0	-210.38026861411103
296000	-232710.85128213113	-212.72131431276628	-232498.12996781836	0.09138728219070949	6.120768620886575	2.687009862268198	3.8748957490443687	0.22156696757756147	0.25433228435381783	0.2849348954225118	0.23916585264610873	1.0	1.0	-232498.12996781836	0.0	-210.9878252024257
297000	-232725.9244666187	-212.338679104666	-232513.58578751402	0.09221186038226352	6.1022021866000395	2.9695851532965407	3.7563044739002276	0.22164935289361132	0.25907565802348975	0.27993501561500345	0.23933997346789532	1.0	1.0	-232513.58578751402	0.0	-210.54302321162112
298000	-232727.0640317093	-211.7387775608655	-232515.32525414845	0.09191920247792121	6.066004381942802	2.9079546634203877	3.829583932938358	0.22486554704478437	0.25585946387231673	0.27993501561500345	0.23933997346789532	1.0	1.0	-232515.32525414845	0.0	-209.94065464072833
299000	-232717.1484247084	-212.2048861436706	-232504.94353856472	0.09288216723244108	6.108256291148984	2.877905370097749	3.829583932938358	0.22345785992466793	0.25585946387231673	0.27993501561500345	0.24074766058801175	1.0	1.0	-232504.94353856472	0.0	-210.41715046530155
300000	-232712.52561951772	-211.544919509117	-232500.9807000086	0.09160933099119681	6.06691116861399	2.8390356308353257	3.7401245433809263	0.22669165391312368	0.252625669883861	0.27993501561500345	0.24074766058801175	1.0	1.0	-232500.9807000086	0.0	-209.79942575330097
301000	-232707.04097052183	-214.96642585949886	-232492.07454466235	0.09260056322458307	6.086181412391925	3.533090088009941	3.752082094766317	0.22669165391312368	0.252625669883861	0.27993501561500345	0.24074766058801175	1.0	1.0	-232492.07454466235	0.0	-212.99837648252347
302000	-232705.82761723083	-212.70921999522187	-232493.1183972356	0.09199669722075024	6.128834966902749	2.750138591924458	3.76129873995366	0.22123933963654954	0.25807798416043515	0.27993501561500345	0.24074766058801175	1.0	1.0	-232493.1183972356	0.0	-210.9887307714954
303000	-232716.92210091767	-212.64065870569723	-232504.28144221197	0.09271630077515539	6.106620516283612	2.4939471810293186	3.8111698597391004	0.22469552038289037	0.25807798416043515	0.27993501561500345	0.23729147984167093	1.0	1.0	-232504.28144221197	0.0	-211.00198895172545
304000	-232722.34638154495	-212.5645261941811	-232509.78185535077	0.09333134472301857	6.1322501842241826	2.710195453419382	3.764046748839841	0.22469552038289037	0.255548744490527	0.27993501561500345	0.2398207195115791	1.0	1.0	-232509.78185535077	0.0	-210.85778521823627
305000	-232737.93671286968	-212.0610342444738	-232525.8756786252	0.09411147426570754	6.101764404526393	2.553853178896512	3.7778572727657247	0.224566887743894	0.25833369645666787	0.2802573429876078	0.23684207281183028	1.0	1.0	-232525.8756786252	0.0	-210.40928118649413
306000	-232737.14404296948	-211.72133476896806	-232525.42270820052	0.09293709248034814	6.080021252925787	2.545000187748742	3.7592584267029316	0.22482600846282572	0.2543987102425648	0.2802573429876078	0.24051793830700163	1.0	1.0	-232525.42270820052	0.0	-210.07902140922894
307000	-232722.01896612006	-212.4283054737195	-232509.59066064632	0.09159804982960523	6.104404939817143	2.9831371386172703	3.8482638413591683	0.22532242757407356	0.2543987102425648	0.2802573429876078	0.2400215191957538	1.0	1.0	-232509.59066064632	0.0	-210.5987161253433
308000	-232709.58255202125	-211.98540378610863	-232497.59714823513	0.09221651437683705	6.089286983527778	2.8978484846618424	3.7641230280923725	0.2231579296092556	0.25683355689121323	0.27986772940725024	0.24014078409228085	1.0	1.0	-232497.59714823513	0.0	-210.21169051899142
309000	-232715.49571880262	-211.5357511181998	-232503.9599676844	0.09079156607189669	6.06654043630542	2.5885263934882334	3.7641230280923725	0.22309963703855437	0.25683355689121323	0.27992602197795147	0.24014078409228085	1.0	1.0	-232503.9599676844	0.0	-209.8749176571398
310000	-232710.59569313304	-211.98353272680012	-232498.61216040625	0.09165661005735626	6.104918934215608	2.7310175856342163	3.7589170138610988	0.2229916024485738	0.25823432228108	0.27992602197795147	0.2388480532923946	1.0	1.0	-232498.61216040625	0.0	-210.27078547579495
311000	-232706.6244335208	-213.53201533622754	-232493.09241818456	0.0924108122612067	6.105910371445253	3.2567713727619014	3.8335728943385057	0.22220184161124057	0.2575745607757526	0.27894126359901084	0.24128233401399587	1.0	1.0	-232493.09241818456	0.0	-211.6193362606172
312000	-232706.993569603	-212.71354827831883	-232494.28002132467	0.0923164644831508	6.129387306537654	2.588160444967292	3.7479764374178073	0.22327228914528482	0.2575745607757526	0.2778708160649666	0.24128233401399587	1.0	1.0	-232494.28002132467	0.0	-211.0580446890529
313000	-232713.9707345704	-211.655513253006	-232502.3152213174	0.09385516119323062	6.0751718276656	2.7849453001974327	3.8141874709157713	0.22428516126245557	0.2575745607757526	0.28082339506988263	0.23731688289190916	1.0	1.0	-232502.3152213174	0.0	-209.90551908941836
314000	-232709.73739605397	-211.52460316107934	-232498.21279289288	0.09230980227641297	6.0657508877724595	2.7935544455380397	3.7924913470544253	0.22767165133374664	0.2582141673664674	0.28015754101879875	0.23395664028098717	1.0	1.0	-232498.21279289288	0.0	-209.7784532013608
315000	-232704.78363428393	-211.84681069258485	-232492.93682359136	0.09080826627324919	6.081366428608339	2.848792326109531	3.754241527894148	0.22767165133374664	0.2582141673664674	0.28015754101879875	0.23395664028098717	1.0	1.0	-232492.93682359136	0.0	-210.09334486831133
316000	-232712.4426292662	-212.33200281388613	-232500.1106264523	0.09062989703346556	6.108237222799311	2.699786110696861	3.730503307366899	0.2246776944034395	0.2572624050500859	0.28015754101879875	0.23790235952767583	1.0	1.0	-232500.1106264523	0.0	-210.63990062455434
317000	-232718.8499958736	-212.14256485268456	-232506.7074310209	0.08994769952946814	6.094638817967699	2.704552935983278	3.8213461654596093	0.22483208191098247	0.25892523982686444	0.28015754101879875	0.23608513724335428	1.0	1.0	-232506.7074310209	0.0	-210.4195795753317
318000	-232700.41329108225	-212.7751413071384	-232487.6381497751	0.09259010317480366	6.124867214719747	2.6429595000296464	3.7594125031522485	0.22315623941125146	0.2586826200978092	0.2805345538702901	0.23762658662064925	1.0	1.0	-232487.6381497751	0.0	-211.09500986912334
319000	-232706.5355495351	-212.04031733623071	-232494.49523219885	0.09168461279824894	6.065924872122979	3.044183934064943	3.752933530628358	0.22315623941125146	0.2586826200978092	0.2805345538702901	0.23762658662064925	1.0	1.0	-232494.49523219885	0.0	-210.220934244472
320000	-232705.4155833488	-212.77699310138306	-232492.63859024743	0.09016796492270968	6.100031982447811	3.0540531123547927	3.7975241544537566	0.22390700113077802	0.2579318583782826	0.2805703567729899	0.23759078371794945	1.0	1.0	-232492.63859024743	0.0	-210.94007894348684
321000	-232720.9208419648	-211.4385545973536	-232509.48228736746	0.090952722316057	6.046300744280116	2.6892294359897946	3.7975241544537566	0.22390700113077802	0.254605081449129	0.2838971337021435	0.23759078371794945	1.0	1.0	-232509.48228736746	0.0	-209.72885533962616
322000	-232716.7979407793	-212.6003270876725	-232504.19761369162	0.09147906635428728	6.113641519863776	2.711314400927602	3.7394863214976906	0.22390700113077802	0.254605081449129	0.27972410670440373	0.2417638107156892	1.0	1.0	-232504.19761369162	0.0	-210.90106972498387
323000	-232718.65523956218	-212.79519430998263	-232505.8600452522	0.09040051485587351	6.108401897520038	2.5402143376136643	3.7550023712437404	0.22432504682210302	0.25637622596454884	0.2775091141784401	0.241789613034908	1.0	1.0	-232505.8600452522	0.0	-211.1561306522972
324000	-232716.26040899378	-212.33680193597544	-232503.9236070578	0.08800629130023913	6.041729959010717	3.1087083772659523	3.7550023712437404	0.22507207247801667	0.2556292003086352	0.2775091141784401	0.241789613034908	1.0	1.0	-232503.9236070578	0.0	-210.49577941349884
325000	-232716.98367564738	-212.9253456981714	-232504.0583299492	0.09047615806456648	6.095653180757886	2.5167139272484014	3.7656824693172752	0.221665070787974	0.2556292003086352	0.2775091141784401	0.24519661472495066	1.0	1.0	-232504.0583299492	0.0	-211.2921463864616
326000	-232728.62927206134	-213.06196447253285	-232515.56730758882	0.09269234565682732	6.134144331522872	2.9372035802623526	3.8730023267535136	0.221665070787974	0.2569910826841768	0.28221571162924464	0.2391281348986045	1.0	1.0	-232515.56730758882	0.0	-211.24004597309366
327000	-232719.98238371732	-213.98226390053887	-232506.00011981677	0.08993073413656923	6.070474139679399	3.3846049180063695	3.7930754227570906	0.22253122602167336	0.25948315682900785	0.2827889644708119	0.23519665267850684	1.0	1.0	-232506.00011981677	0.0	-212.04400471037016
328000	-232712.25017900165	-211.46254821284523	-232500.7876307888	0.09032900440242703	6.0394985452070875	2.547500945379318	3.805882439077822	0.22013536074201787	0.25720221028648793	0.2827889644708119	0.23987346450068225	1.0	1.0	-232500.7876307888	0.0	-209.80432022812732
329000	-232710.60496021644	-213.00350183324358	-232497.6014583832	0.0934207597302173	6.106069812865673	3.0717647530756462	3.8296327335899094	0.22005535114975075	0.2589231073744128	0.28106806738288703	0.23995347409294937	1.0	1.0	-232497.6014583832	0.0	-211.1505611093906
330000	-232715.26952243052	-212.903290249374	-232502.36623218114	0.08979666670087907	6.097678948658155	3.022070923765331	3.763973752744079	0.22005535114975075	0.2589231073744128	0.28106806738288703	0.23995347409294937	1.0	1.0	-232502.36623218114	0.0	-211.08765112899982
331000	-232704.41014123577	-212.38664655144171	-232492.02349468434	0.08958156637089094	6.055312909192656	3.098230221666707	3.763973752744079	0.227730083541551	0.2517597153176905	0.28106806738288703	0.23944213375787146	1.0	1.0	-232492.02349468434	0.0	-210.54611871155944
332000	-232700.94614269174	-212.30491371327662	-232488.64122897846	0.091148674883061	6.073791672834583	2.5227440866866693	3.7765224642616197	0.22388202465115184	0.2517597153176905	0.2849161262732862	0.23944213375787146	1.0	1.0	-232488.64122897846	0.0	-210.66584448346285
333000	-232713.797338765	-212.88966031779668	-232500.9076784472	0.09170473385311709	6.112158795163055	2.4924902568118106	3.782119452813955	0.222394744388285	0.2517597153176905	0.2847549277347121	0.2410906125593124	1.0	1.0	-232500.9076784472	0.0	-211.26086271064332
334000	-232720.8061500677	-213.15563049943563	-232507.65051956827	0.09099971571347208	6.076749952777122	3.2597610555923953	3.8284625249997113	0.22052527734085456	0.25882320409691995	0.2807363058894374	0.23991521267278812	1.0	1.0	-232507.65051956827	0.0	-211.2436607399713
335000	-232716.08274745455	-213.29310128920798	-232502.78964616533	0.09229808976255115	6.137542570199365	2.4909725165762904	3.8611600677988256	0.2236670830080807	0.25882320409691995	0.2773093648541135	0.24020034804088586	1.0	1.0	-232502.78964616533	0.0	-211.63972073819517
336000	-232724.32407739718	-211.71955525322906	-232512.60452214396	0.09148792728633766	6.077664386810227	2.6270121264481907	3.8006894992537026	0.2203766186876581	0.257538304991992	0.2818847282794641	0.24020034804088586	1.0	1.0	-232512.60452214396	0.0	-210.03225187566835
337000	-232711.0424061205	-211.81831439234773	-232499.22409172816	0.09349540654478238	6.089099723698678	2.629948799702909	3.8006894992537026	0.2203766186876581	0.257538304991992	0.2818847282794641	0.24020034804088586	1.0	1.0	-232499.22409172816	0.0	-210.12989376335545
338000	-232705.38341887706	-212.83666819619586	-232492.54675068086	0.09233768704220242	6.146444990074222	2.873529211464652	3.794745278646794	0.22391616047959484	0.257538304991992	0.2818847282794641	0.2366608062489491	1.0	1.0	-232492.54675068086	0.0	-211.0615711694676
339000	-232702.9973691688	-211.87696123005878	-232491.12040793872	0.09297141435023697	6.090108871728221	2.7772128278495383	3.818908280262359	0.22391616047959484	0.2574367376845497	0.2818847282794641	0.23676237355639135	1.0	1.0	-232491.12040793872	0.0	-210.128241883229
340000	-232704.32717620226	-212.41658128273443	-232491.91059491952	0.0925477033654026	6.113777783013286	2.9207398014192134	3.781744430408865	0.22391616047959484	0.2574367376845497	0.2818847282794641	0.23676237355639135	1.0	1.0	-232491.91059491952	0.0	-210.62934916802047
341000	-232714.65724982147	-213.13571188528232	-232501.52153793618	0.09343140967681107	6.113932683120645	3.1375699622934126	3.7308467094928166	0.22391616047959484	0.2574367376845497	0.28280662030809844	0.23584048152775702	1.0	1.0	-232501.52153793618	0.0	-211.29322294581027
342000	-232712.6288768402	-213.21758908203745	-232499.41128775815	0.09257416794864037	6.134850537271126	2.498710271586086	3.7437211098162173	0.22391616047959484	0.2574367376845497	0.28280662030809844	0.23584048152775702	1.0	1.0	-232499.41128775815	0.0	-211.59862729391813
343000	-232681.87573571567	-211.93838404341864	-232469.93735167224	0.09136357503795622	6.095261554741639	2.794573537493993	3.7936405424085695	0.22391616047959484	0.2595953259478776	0.2770276311114471	0.23946088246108044	1.0	1.0	-232469.93735167224	0.0	-210.19150177296189
344000	-232685.6026289453	-212.48792339951032	-232473.11470554577	0.09383488188413465	6.135337600280169	2.693693842343524	3.797079712538496	0.22521782182372216	0.257341240069947	0.2793501643144568	0.238090773791874	1.0	1.0	-232473.11470554577	0.0	-210.77670749414943
345000	-232674.59646515263	-211.56216922369538	-232463.03429592893	0.09248131079102634	6.0762313222734186	2.7445210012500847	3.7697987796304524	0.22274011639333224	0.257341240069947	0.2793501643144568	0.2405684792222639	1.0	1.0	-232463.03429592893	0.0	-209.84099661540654
346000	-232674.21860195036	-213.03420400359602	-232461.18439794675	0.09229067435249005	6.120350975755122	3.112786345312214	3.816374545935245	0.22387289241511155	0.2577920869595643	0.27776654140306023	0.2405684792222639	1.0	1.0	-232461.18439794675	0.0	-211.17222219980707
347000	-232679.99887901865	-213.2927552740223	-232466.70612374463	0.09086900205294347	6.074816289051677	3.282106092306383	3.763609775242222	0.2259814416578922	0.26018867390541744	0.27927784286309276	0.23455204157359757	1.0	1.0	-232466.70612374463	0.0	-211.39469001478855
348000	-232679.4820105582	-212.17510372342477	-232467.30690683477	0.0920274356031854	6.092510599196058	2.9174219857082577	3.7054885396343824	0.22534437699215287	0.2534403795907174	0.2832082981405059	0.23800694527662375	1.0	1.0	-232467.30690683477	0.0	-210.41355032519928
349000	-232673.63275938667	-213.45568465826807	-232460.17707472842	0.09103412086929602	6.116093192079501	2.4331158995134983	3.768920788473734	0.2222405157959519	0.2565442407869184	0.2832082981405059	0.23800694527662375	1.0	1.0	-232460.17707472842	0.0	-211.8552275735381
350000	-232667.17832632054	-212.05067396430627	-232455.12765235623	0.09116418385829245	6.076498940688851	2.5985118947492305	3.768920788473734	0.22660879757459954	0.2565442407869184	0.2788400163618583	0.23800694527662375	1.0	1.0	-232455.12765235623	0.0	-210.38445064570536
351000	-232670.7258459142	-211.94370592358086	-232458.7821399906	0.09198060079071747	6.079986498484356	2.7384117334283324	3.839679327881408	0.22660879757459954	0.25639576935571073	0.2788400163618583	0.2381554167078314	1.0	1.0	-232458.7821399906	0.0	-210.20244245308663
352000	-232678.04879643358	-211.93324047482048	-232466.11555595876	0.09117864718045894	6.0858400211937145	2.693163424222663	3.7748808767922286	0.2230685320505099	0.2549996233541708	0.2802703058440031	0.24166153875131619	1.0	1.0	-232466.11555595876	0.0	-210.22932818882836
353000	-232679.51389208395	-213.32125607120602	-232466.19263601274	0.09001934562358024	6.148814806405637	2.6749521357116564	3.803423847195389	0.22099052923834175	0.25707762616633895	0.2802703058440031	0.24166153875131619	1.0	1.0	-232466.19263601274	0.0	-211.6149947165351
354000	-232680.36658211568	-212.51059391382427	-232467.85598820186	0.09042146490005819	6.098837653948336	2.646537765436484	3.777053683677318	0.2218675088008604	0.25968606335580047	0.27939332628148444	0.23905310156185466	1.0	1.0	-232467.85598820186	0.0	-210.82344937574746
355000	-232670.95896359056	-212.6347608200886	-232458.32420277045	0.09279508140579648	6.088121815410562	2.484666026400808	3.7876482626648458	0.2244776613685252	0.2570759107881357	0.27939332628148444	0.23905310156185466	1.0	1.0	-232458.32420277045	0.0	-211.0073370494708
356000	-232672.25465440084	-212.72241151693754	-232459.5322428839	0.0918424187650052	6.124043937358817	2.7241153532032483	3.801617028643354	0.2241211130963182	0.2579606238728751	0.27939332628148444	0.23852493674932226	1.0	1.0	-232459.5322428839	0.0	-210.9985151552821
357000	-232671.93928390607	-211.10106698771358	-232460.83821691838	0.09062122760115195	6.03151312309647	2.6233399646288387	3.801617028643354	0.2241211130963182	0.2579606238728751	0.27939332628148444	0.23852493674932226	1.0	1.0	-232460.83821691838	0.0	-209.4148660588689
358000	-232673.34281097233	-211.1476555783735	-232462.19515539397	0.0909403893439118	6.041057240157058	2.662834473956456	3.7475822312643925	0.22236998546512382	0.2603950211037976	0.28060323341405036	0.2366317600170282	1.0	1.0	-232462.19515539397	0.0	-209.4638350163152
359000	-232691.33876725272	-212.37687631089173	-232478.96189094184	0.0909101300707463	6.10430511752083	2.8534458482914324	3.8521918571505287	0.22455046567618575	0.2560432265585234	0.2827745477482626	0.2366317600170282	1.0	1.0	-232478.96189094184	0.0	-210.59048759725462
360000	-232685.6656039263	-212.80505717160992	-232472.86054675467	0.0912669575879832	6.10940405335005	3.048233199108023	3.7997608732914285	0.22410709531270984	0.2564865969219993	0.2827745477482626	0.2366317600170282	1.0	1.0	-232472.86054675467	0.0	-210.96933553818945
361000	-232682.6558679149	-212.01761945734268	-232470.63824845757	0.09035736039343673	6.087820441739595	2.6676652479824274	3.7840313563589683	0.22307188305269854	0.2595167339948879	0.27974441067537403	0.2376669722770395	1.0	1.0	-232470.63824845757	0.0	-210.32028821895582
362000	-232669.77684834035	-213.0928894302971	-232456.68395891006	0.09164895764971148	6.106722813775429	3.1475999037601428	3.7840313563589683	0.22573717518724015	0.25853644008336035	0.2786749912759878	0.23705139345341167	1.0	1.0	-232456.68395891006	0.0	-211.23012161571668
363000	-232671.63545035175	-212.5002865538011	-232459.13516379794	0.09245566743091271	6.089098306623726	2.4968198312636605	3.774364819331462	0.22614809850659068	0.25679034748717766	0.2782574974282755	0.23880405657795617	1.0	1.0	-232459.13516379794	0.0	-210.8722383536796
364000	-232673.6549137006	-212.50717587109534	-232461.1477378295	0.09330405010803264	6.127152772614267	2.8017819014561405	3.792325406641161	0.2204521432252461	0.25679034748717766	0.2839534527096201	0.23880405657795617	1.0	1.0	-232461.1477378295	0.0	-210.75813816428575
365000	-232684.86404080543	-213.15499985315046	-232471.7090409523	0.09081421373051433	6.056617685546048	3.295157774792315	3.7243479172331093	0.2250575802161536	0.25679034748717766	0.2793480157187126	0.23880405657795617	1.0	1.0	-232471.7090409523	0.0	-211.26560122054394
366000	-232680.93296610637	-211.42283927299528	-232469.51012683337	0.09052884413199999	6.063060041276065	2.716475965683225	3.7916350268452508	0.2250575802161536	0.25679034748717766	0.2793480157187126	0.23880405657795617	1.0	1.0	-232469.51012683337	0.0	-209.7049425863116
367000	-232680.13824722127	-214.12650252524364	-232466.01174469604	0.09164638755004019	6.107865577362268	3.3354774605047424	3.7916350268452508	0.22414590794976882	0.2581364421940377	0.2793480157187126	0.2383696341374809	1.0	1.0	-232466.01174469604	0.0	-212.20332544231135
368000	-232671.84289666405	-211.5762586605836	-232460.26663800346	0.09230623039356242	6.068022760809837	2.7141708665010174	3.7373775900530477	0.22250500521835354	0.25714074313686863	0.2816416760894756	0.23871257555530223	1.0	1.0	-232460.26663800346	0.0	-209.87662742528448
369000	-232672.5078729904	-212.4680936260057	-232460.0397793644	0.09280146441283345	6.073516801801955	2.3934915811796285	3.761239714208186	0.22227660445780215	0.25772194000498044	0.28014632062341727	0.23985513491380012	1.0	1.0	-232460.0397793644	0.0	-210.8865214520204
370000	-232678.60521618093	-212.40781079751667	-232466.19740538343	0.09303225213561904	6.126507173028089	2.6602337050538134	3.799574618272476	0.22336550828687046	0.2571323204032427	0.2796470363960867	0.23985513491380012	1.0	1.0	-232466.19740538343	0.0	-210.70829685558877
371000	-232681.77971764267	-214.9685647076526	-232466.81115293503	0.09155676634432672	6.1362788645477915	3.441780420519037	3.76124842252874	0.22462928965788392	0.254507638748859	0.28247417857210755	0.23838889302114952	1.0	1.0	-232466.81115293503	0.0	-213.02375404806054
372000	-232677.48469470246	-211.9978114227563	-232465.4868832797	0.0907028074699698	6.082629465766752	2.8936998987497855	3.8193372174180613	0.22462928965788392	0.2543572981499367	0.2826245191710299	0.23838889302114952	1.0	1.0	-232465.4868832797	0.0	-210.20786724189645
373000	-232686.82794832386	-211.77214187168417	-232475.05580645218	0.0930808905929657	6.0608789410627235	2.5327497161225954	3.763607127733772	0.2229390310473916	0.2584565626289157	0.27852525469205086	0.24007915163164184	1.0	1.0	-232475.05580645218	0.0	-210.13325722316884
374000	-232682.420788225	-212.8786738635322	-232469.54211436145	0.0923768483786909	6.132724749858471	2.5947439347976875	3.7024730788337505	0.2229390310473916	0.25738427411795073	0.27852525469205086	0.24115144014260684	1.0	1.0	-232469.54211436145	0.0	-211.23530829989514
375000	-232684.8568676785	-211.885616155375	-232472.97125152312	0.09162627985204894	6.077683974148157	2.831816218528905	3.763424401782346	0.22377543799968025	0.2595263131822546	0.2776888477397622	0.23900940107830296	1.0	1.0	-232472.97125152312	0.0	-210.13517744630715
376000	-232695.04794999765	-211.95952899277086	-232483.08842100488	0.09003822006791083	6.092261120031273	2.749476353427605	3.805194135082402	0.22196807182776368	0.2595263131822546	0.2776888477397622	0.24081676725021953	1.0	1.0	-232483.08842100488	0.0	-210.22522320470853
377000	-232689.27506383965	-211.80096449757264	-232477.47409934207	0.0909186878579428	6.073822919637117	2.8591048743332665	3.784550251150054	0.22581661797695315	0.25567776703306516	0.2776888477397622	0.24081676725021953	1.0	1.0	-232477.47409934207	0.0	-210.03416216246538
378000	-232668.27591169867	-211.8771695901033	-232456.39874210858	0.09109749865080766	6.073587413238485	2.88847940189425	3.784550251150054	0.2262999582209105	0.25567776703306516	0.2807605113005431	0.2372617634454813	1.0	1.0	-232456.39874210858	0.0	-210.1001456446964
