# BEAST v1.10.4 Prerelease #bc6cbd9
# Generated Thu Oct 31 15:25:31 CDT 2019 [seed=1572551891175]
# -window -working -options
state	pathLikelihood.delta	pathLikelihood.source	pathLikelihood.destination	pathLikelihood.theta	pathLikelihood.pathLikelihood
2930000	-232087.73510985475	-232299.29636378793	-211.56125393317092	0.9348750848354606	-217184.60230402852
2940000	-232080.66603619	-232292.16028257064	-211.4942463806489	0.9348750848354606	-217177.92659563394
2950000	-232081.89665432973	-232292.64790301982	-210.7512486900825	0.9348750848354606	-217178.3340721812
2960000	-232068.48044764824	-232280.07721678301	-211.5967691347702	0.9348750848354606	-217166.63711526635
2970000	-232087.7105822524	-232298.68461517256	-210.9740329201869	0.9348750848354606	-217183.99215277118
2980000	-232063.99725777635	-232275.87331260345	-211.87605482708835	0.9348750848354606	-217162.72517844685
2990000	-232076.7507277736	-232288.32629089133	-211.57556311774368	0.9348750848354606	-217174.34758808312
3000000	-232079.04291744204	-232290.31627687265	-211.27335943061757	0.9348750848354606	-217176.18829540673
3010000	-232082.80650753636	-232294.2738067676	-211.46729923125295	0.9348750848354606	-217179.90072181606
3020000	-232077.64568853876	-232289.39895606396	-211.75326752520158	0.9348750848354606	-217175.36196901184
3030000	-232095.87101760626	-232308.3500150096	-212.47899740335052	0.9348750848354606	-217193.1261049481
3040000	-232083.16896110884	-232294.24807760536	-211.07911649652885	0.9348750848354606	-217179.85138789567
3050000	-232096.68468213992	-232307.84306219357	-211.15838005364537	0.9348750848354606	-217192.56616229835
3060000	-232079.73817392526	-232291.03250670468	-211.29433277942513	0.9348750848354606	-217176.85924671925
3070000	-232075.82742567925	-232287.82022631593	-211.99280063668553	0.9348750848354606	-217173.90165347827
3080000	-232082.1776947084	-232293.02338895405	-210.8456942456416	0.9348750848354606	-217178.69125538462
3090000	-232091.4280361782	-232304.50841897458	-213.08038279638885	0.9348750848354606	-217189.57385770167
3100000	-232087.3118032027	-232298.68925854415	-211.3774553414417	0.9034534504706005	-209891.46011439108
3110000	-232073.70857695385	-232285.69904719593	-211.99047024206868	0.9034534504706005	-209879.7832475996
3120000	-232087.48316602284	-232299.33091365278	-211.8477476299481	0.9034534504706005	-209892.0852250107
3130000	-232076.19482778932	-232287.53932465636	-211.34449686703994	0.9034534504706005	-209881.38348612064
3140000	-232107.8484964759	-232319.60525205368	-211.75675557778783	0.9034534504706005	-209910.39336102633
3150000	-232084.21851470153	-232295.06094651608	-210.84243181455938	0.9034534504706005	-209888.1304486945
3160000	-232077.07793717773	-232288.52034056783	-211.44240339009886	0.9034534504706005	-209882.27924086782
3170000	-232072.09274635505	-232284.50290558016	-212.41015922510886	0.9034534504706005	-209878.7431088528
3180000	-232080.1621172335	-232294.93792889878	-214.77581166528427	0.9034534504706005	-209888.39906225624
3190000	-232087.00761220406	-232298.893992236	-211.88638003194177	0.9034534504706005	-209891.69421667422
3200000	-232074.88872962145	-232286.2469197696	-211.3581901481251	0.9034534504706005	-209880.21718050534
3210000	-232094.27720119013	-232304.82522000273	-210.54801881262318	0.9034534504706005	-209896.92359070788
3220000	-232094.6552185401	-232306.37870012963	-211.72348158951672	0.9034534504706005	-209898.44057456395
3230000	-232078.85787827199	-232289.78216135784	-210.92428308585983	0.9034534504706005	-209883.3692144868
3240000	-232088.1133525283	-232299.47234000202	-211.35898747370783	0.9034534504706005	-209892.16580902727
3250000	-232089.96499923625	-232300.59153505086	-210.62653581461433	0.9034534504706005	-209893.10623397553
3260000	-232081.5276120806	-232293.0218503085	-211.4942382279009	0.9034534504706005	-209886.35114985006
3270000	-232076.30744513133	-232287.11306687086	-210.80562173953803	0.9034534504706005	-209880.94635551935
3280000	-232084.78294786066	-232296.8142497036	-212.03130184293062	0.9034534504706005	-209889.82925780804
3290000	-232084.00610381772	-232297.45736843068	-213.45126461295	0.9034534504706005	-209890.547378147
3300000	-232083.40634622812	-232295.4241920999	-212.01784587177255	0.9034534504706005	-209888.57210634204
3310000	-232077.8832526541	-232288.83764858398	-210.9543959298804	0.9034534504706005	-209882.51879845344
3320000	-232074.58332464506	-232285.93185091825	-211.3485262731935	0.9034534504706005	-209879.93159745066
3330000	-232083.22953696136	-232294.64345674522	-211.4139197838741	0.9034534504706005	-209887.80844131202
3340000	-232081.70529972683	-232292.61445686198	-210.90915713515577	0.9034534504706005	-209885.92660127443
3350000	-232076.89013107884	-232289.13632389638	-212.24619281754585	0.9034534504706005	-209882.9133562272
3360000	-232086.32543190004	-232297.64891382138	-211.32348192134515	0.9034534504706005	-209890.51500041413
3370000	-232087.9790728577	-232301.5151033218	-213.53603046411533	0.9034534504706005	-209894.22153658592
3380000	-232087.64063062408	-232299.35430736092	-211.71367673683596	0.9034534504706005	-209892.0934160549
3390000	-232098.6715267832	-232310.90679152618	-212.23526474297415	0.9034534504706005	-209902.58090525778
3400000	-232083.07604215608	-232294.4463360472	-211.370293891125	0.9034534504706005	-209887.6261400078
3410000	-232096.96879752114	-232309.61097487647	-212.64217735534245	0.9034534504706005	-209901.44948124312
3420000	-232069.38553364467	-232281.11211247218	-211.72657882751474	0.9034534504706005	-209875.61368779084
3430000	-232080.98662654788	-232293.34274789013	-212.3561213422437	0.9034534504706005	-209886.72427771823
3440000	-232081.19444247332	-232291.61089424824	-210.41645177491952	0.9034534504706005	-209884.9723601658
3450000	-232077.9754156206	-232289.70373537726	-211.72831975664383	0.9034534504706005	-209883.37598723028
3460000	-232087.53642454825	-232300.17752163456	-212.6410970863017	0.9034534504706005	-209892.9266910656
3470000	-232095.0716970752	-232307.90908963123	-212.83739255602072	0.9034534504706005	-209899.93075450003
3480000	-232076.21460374346	-232289.4576934985	-213.2430897550457	0.9034534504706005	-209883.29994566264
3490000	-232070.87851946993	-232282.78749211185	-211.9089726419181	0.9034534504706005	-209877.1449248006
3500000	-232078.15455581795	-232289.1528408556	-210.9982850376369	0.9034534504706005	-209882.80779734068
3510000	-232083.92043164565	-232295.47946368935	-211.5590320437173	0.9034534504706005	-209888.57774475825
3520000	-232073.4300013159	-232284.6921712544	-211.26216993849363	0.9034534504706005	-209878.80326717475
3530000	-232087.8582857845	-232299.04023695353	-211.18195116904565	0.9034534504706005	-209891.7583317928
3540000	-232089.69156837143	-232302.06308859034	-212.3715202189024	0.9034534504706005	-209894.60418632152
3550000	-232094.21105537392	-232307.12522425965	-212.91416888572797	0.9034534504706005	-209899.2299811151
3560000	-232078.90480872724	-232289.87182394834	-210.9670152211132	0.9034534504706005	-209883.4543461038
3570000	-232074.0262825109	-232285.99101850315	-211.9647359922626	0.9034534504706005	-209880.04454553156
3580000	-232092.02290974633	-232303.75467055227	-211.73176080594797	0.9034534504706005	-209896.07068531794
3590000	-232085.97976936697	-232296.38852709165	-210.40875772469704	0.9034534504706005	-209889.28798620927
3600000	-232080.1064252837	-232292.63081471148	-212.5243894277794	0.9034534504706005	-209886.09732493453
3610000	-232081.13821053883	-232296.55645465804	-215.41824411920769	0.9034534504706005	-209889.92334957485
3620000	-232073.162897787	-232286.18699920952	-213.02410142250847	0.9034534504706005	-209880.32388305393
3630000	-232091.21587454842	-232304.54824611224	-213.33237156383356	0.9034534504706005	-209896.9421773416
3640000	-232090.0453432105	-232300.94481284704	-210.89946963652747	0.9034534504706005	-209893.4517548382
3650000	-232090.812155915	-232302.5582616591	-211.7461057441327	0.9034534504706005	-209894.99117052954
3660000	-232074.52724107893	-232286.96043838162	-212.43319730267905	0.9034534504706005	-209880.96559958882
3670000	-232078.13766208006	-232290.47717103208	-212.33950895200942	0.9034534504706005	-209884.1337585493
3680000	-232074.42745925623	-232285.771300497	-211.3438412407786	0.9034534504706005	-209879.7860952949
3690000	-232104.4837574739	-232317.49336802596	-213.0096105520574	0.9034534504706005	-209908.6063309393
3700000	-232078.98882089005	-232290.83414628048	-211.84532539043568	0.9034534504706005	-209884.40855735147
3710000	-232085.21287977125	-232297.34214491886	-212.12926514759707	0.9034534504706005	-209890.3156445808
3720000	-232079.7107609568	-232290.90336223246	-211.1926012756539	0.9034534504706005	-209884.40807248105
3730000	-232091.1086064766	-232304.16411915707	-213.05551268046202	0.9034534504706005	-209896.56840674864
3740000	-232105.98751610174	-232320.79687096496	-214.80935486322127	0.9034534504706005	-209911.76465117146
3750000	-232096.13217025896	-232309.99391479776	-213.86174453879025	0.9034534504706005	-209901.9131946398
3760000	-232079.62768874614	-232291.53282692484	-211.90513817870885	0.9034534504706005	-209885.04555750874
3770000	-232082.31608119936	-232295.60053219818	-213.28445099882316	0.9034534504706005	-209888.85370776692
3780000	-232077.15859379564	-232288.87793553583	-211.71934174017574	0.9034534504706005	-209882.62904871764
3790000	-232097.73406505762	-232309.7762899044	-212.04222484678772	0.9034534504706005	-209901.54091233094
3800000	-232091.90557313	-232303.93665905192	-212.03108592190355	0.9034534504706005	-209896.26400226302
3810000	-232079.5744149038	-232292.03083507117	-212.45642016737085	0.9034534504706005	-209885.5487090607
3820000	-232071.77929742483	-232281.97477569387	-210.19547826905392	0.9034534504706005	-209876.2452413792
3830000	-232087.32746211218	-232299.81045917925	-212.48299706708326	0.9034534504706005	-209892.5798032125
3840000	-232080.93594966148	-232293.29847832653	-212.3625286650565	0.9034534504706005	-209886.68490083318
3850000	-232080.2321705146	-232291.4575819656	-211.22541145102505	0.9034534504706005	-209884.9119519205
3860000	-232088.81646122952	-232299.6123195518	-210.79585832225774	0.9034534504706005	-209892.237905858
3870000	-232073.65623420238	-232286.56088884664	-212.90465464426677	0.9034534504706005	-209880.6501427624
3880000	-232074.03266168392	-232285.75175326402	-211.7190915800981	0.9034534504706005	-209879.80466440527
3890000	-232080.12391618348	-232291.80154620917	-211.67763002568825	0.9034534504706005	-209885.2663677462
3900000	-232084.4887624962	-232295.86476248008	-211.37599998385693	0.9034534504706005	-209888.9081731664
3910000	-232088.3967529658	-232300.2612632544	-211.86451028859202	0.9034534504706005	-209892.92737094525
3920000	-232080.29610288225	-232292.5604150492	-212.2643121669487	0.9034534504706005	-209886.0086125546
3930000	-232065.35448846797	-232277.35854702568	-212.00405855771487	0.9034534504706005	-209872.2493058472
3940000	-232079.90683444781	-232291.35119946412	-211.44436501630773	0.9034534504706005	-209884.83697949367
3950000	-232083.28160205786	-232294.6425675577	-211.3609654998387	0.9034534504706005	-209887.80252541904
3960000	-232069.15149616136	-232280.75953616388	-211.6080400025124	0.9034534504706005	-209875.28370699403
3970000	-232093.28334660124	-232305.17627909148	-211.89293249023024	0.9034534504706005	-209897.3706030279
3980000	-232075.6372335538	-232287.23181441563	-211.59458086184011	0.9034534504706005	-209881.1298096794
3990000	-232073.67907416512	-232284.4549110436	-210.77583687848508	0.9034534504706005	-209878.54195983976
4000000	-232077.55638899322	-232288.17088898027	-210.6144999870492	0.9034534504706005	-209881.88359640833
4010000	-232082.47644910458	-232294.9518272583	-212.4753781537322	0.9034534504706005	-209888.18951985915
4020000	-232066.35024634175	-232278.01089115485	-211.66064481309598	0.9034534504706005	-209872.80551298943
4030000	-232071.9593455022	-232283.54721496053	-211.58786945834976	0.9034534504706005	-209877.80029762525
4040000	-232076.15391133685	-232288.088888288	-211.93497695116372	0.9034534504706005	-209881.93700009462
4050000	-232079.20350674854	-232292.602043399	-213.39853665046058	0.9034534504706005	-209886.15572729113
4060000	-232096.54612732207	-232307.51692317528	-210.9707958532078	0.9034534504706005	-209899.39623689122
4070000	-232087.87352674545	-232298.7391334456	-210.8656067001452	0.9034534504706005	-209891.4557568227
4080000	-232084.9920103708	-232296.8428814569	-211.85087108608639	0.9034534504706005	-209889.83770529737
4090000	-232078.97368042698	-232289.70289054775	-210.7292101207683	0.9034534504706005	-209883.2787633782
4100000	-232088.62741446993	-232300.34646367023	-211.7190492003035	0.872778642317937	-202773.7161814349
4110000	-232081.5239773052	-232294.54229793363	-213.01832062844485	0.872778642317937	-202768.8157246186
4120000	-232086.62004934164	-232298.4762785693	-211.85622922763673	0.872778642317937	-202772.10137605097
4130000	-232083.87623676425	-232295.60131028952	-211.72507352526156	0.872778642317937	-202769.5754793325
4140000	-232111.31774287333	-232323.8986349022	-212.58089202886367	0.872778642317937	-202794.38165828114
4150000	-232090.13913497818	-232302.5723477462	-212.43321276802078	0.872778642317937	-202775.7497423754
4160000	-232115.4221666584	-232327.31347763736	-211.8913109789584	0.872778642317937	-202797.27433064985
4170000	-232085.91574788612	-232297.00294172292	-211.08719383681972	0.872778642317937	-202770.71764139197
4180000	-232092.16588342865	-232303.8465811765	-211.68069774784598	0.872778642317937	-202776.76613011613
4190000	-232099.12389059266	-232312.4030325024	-213.2791419097235	0.872778642317937	-202784.43737432384
4200000	-232097.58165844742	-232309.4275357752	-211.84587732777834	0.872778642317937	-202781.65808246404
4210000	-232088.1241925366	-232299.4849308682	-211.36073833158667	0.872778642317937	-202772.91866921046
4220000	-232090.7821578599	-232302.73140505044	-211.94924719053088	0.872778642317937	-202775.82699343556
4230000	-232088.29217153153	-232299.83590594193	-211.54373441040445	0.872778642317937	-202773.24827376837
4240000	-232107.80409110198	-232319.1377578175	-211.3336667155213	0.872778642317937	-202790.06779274522
4250000	-232092.0378122191	-232303.2408560938	-211.20304387469326	0.872778642317937	-202776.17669842657
4260000	-232099.60311998628	-232310.44686712447	-210.8437471381904	0.872778642317937	-202782.42024073182
4270000	-232090.82836605108	-232301.06115245903	-210.23278640795345	0.872778642317937	-202774.15086217536
4280000	-232091.35805279162	-232303.13240104273	-211.77434825111968	0.872778642317937	-202776.1547232928
4290000	-232101.56065555476	-232312.1068870531	-210.54623149834404	0.872778642317937	-202783.83122032773
4300000	-232081.8693348534	-232292.15277408448	-210.2834392310797	0.872778642317937	-202766.38226391328
4310000	-232091.37718568236	-232304.06819977722	-212.6910140948583	0.872778642317937	-202777.08808791492
4320000	-232081.10512488248	-232291.71792120943	-210.61279632694954	0.872778642317937	-202766.0446348683
4330000	-232086.96844327706	-232298.55006156873	-211.58161829168478	0.872778642317937	-202772.13083590093
4340000	-232096.60783731606	-232308.45439241795	-211.8465551018948	0.872778642317937	-202780.80882995325
4350000	-232100.55650535852	-232312.82995517945	-212.27344982093882	0.872778642317937	-202784.68203780535
4360000	-232098.52363795106	-232310.03614825913	-211.5125103080758	0.872778642317937	-202782.1468550366
4370000	-232091.0322425792	-232302.95311855723	-211.92087597801694	0.872778642317937	-202776.01689082486
4380000	-232105.25330343907	-232316.13267249666	-210.87936905761183	0.872778642317937	-202787.387222094
4390000	-232101.16807757854	-232312.56883013935	-211.40075256082557	0.872778642317937	-202784.3431077171
4400000	-232096.25491898836	-232307.37880246274	-211.12388347439077	0.872778642317937	-202779.77813874686
4410000	-232103.45849710744	-232315.9883423175	-212.529845210068	0.872778642317937	-202787.47122961312
4420000	-232105.5255093686	-232318.20466136135	-212.67915199274958	0.872778642317937	-202789.42458055078
4430000	-232082.04965417745	-232299.99407075247	-217.94441657501926	0.872778642317937	-202774.20062011204
4440000	-232091.55972952192	-232302.54944559213	-210.9897160701974	0.872778642317937	-202775.5461102547
4450000	-232083.4208929291	-232294.69593704992	-211.27504412082035	0.872778642317937	-202768.7280355538
4460000	-232099.41758352678	-232310.61503063393	-211.19744710715867	0.872778642317937	-202782.61200844156
4470000	-232096.02959200187	-232307.4868270436	-211.45723504175834	0.872778642317937	-202779.91482973285
4480000	-232084.33725151548	-232294.72826869646	-210.3910171809769	0.872778642317937	-202768.64378681686
4490000	-232092.7242689961	-232304.61120163425	-211.88693263815026	0.872778642317937	-202777.45971200388
4500000	-232082.87151863676	-232294.293210794	-211.4216921572557	0.872778642317937	-202768.39520144128
4510000	-232109.18138025835	-232320.39764631732	-211.2162660589812	0.872778642317937	-202791.15246064865
4520000	-232095.2855766478	-232306.67758882642	-211.39201217862382	0.872778642317937	-202779.20024615916
4530000	-232079.46507600544	-232291.000380875	-211.53530486954187	0.872778642317937	-202765.53574377866
4540000	-232092.23220350762	-232304.29787190544	-212.0656683978255	0.872778642317937	-202777.20898351457
4550000	-232089.61506336363	-232300.81471914132	-211.19965577769833	0.872778642317937	-202774.05878687283
4560000	-232094.8191615427	-232305.86757874818	-211.0484172054922	0.872778642317937	-202778.44957404383
4570000	-232084.14226363873	-232297.22189493492	-213.07963129619745	0.872778642317937	-202771.16221967776
4580000	-232085.7981417831	-232295.9966080175	-210.19846623440995	0.872778642317937	-202769.72626969466
4590000	-232096.22465122817	-232307.55596471194	-211.33131348377918	0.872778642317937	-202779.9591517016
4600000	-232077.90544233168	-232288.41030987186	-210.5048675401744	0.872778642317937	-202763.144091489
4610000	-232092.86850151327	-232303.5642582543	-210.6957567410383	0.872778642317937	-202776.39441916728
4620000	-232088.93883833452	-232301.08116310387	-212.1423247693484	0.872778642317937	-202774.41126110166
4630000	-232095.5483892369	-232305.96319831256	-210.41480907565554	0.872778642317937	-202778.45242027089
4640000	-232074.4611426204	-232285.96405642334	-211.5029138029485	0.872778642317937	-202761.13602652602
4650000	-232078.44715047686	-232290.02790440034	-211.5807539234747	0.872778642317937	-202764.6927691718
4660000	-232088.8143627114	-232300.39236008038	-211.57799736898525	0.872778642317937	-202773.73829403598
4670000	-232095.86497003667	-232309.12848027862	-213.26351024196708	0.872778642317937	-202781.5774263978
4680000	-232078.50146291286	-232290.75583064766	-212.25436773480857	0.872778642317937	-202765.41378571725
4690000	-232080.53264207995	-232292.8896379003	-212.35699582036176	0.872778642317937	-202767.28918359856
4700000	-232082.54788471598	-232294.6536511752	-212.1057664592144	0.872778642317937	-202768.79681496925
4710000	-232079.16189672012	-232289.95203920914	-210.7901424890204	0.872778642317937	-202764.5259729931
4720000	-232089.59365139794	-232302.41260831108	-212.81895691312405	0.872778642317937	-202775.65940010193
4730000	-232085.90856826672	-232296.21936329413	-210.31079502742386	0.872778642317937	-202769.9349763641
4740000	-232100.7902754558	-232311.5360273154	-210.74575185958852	0.872778642317937	-202783.35836939214
4750000	-232084.0827915077	-232294.99548771288	-210.91269620515462	0.872778642317937	-202768.94337858097
4760000	-232102.24871849755	-232313.03446880553	-210.78575030797418	0.872778642317937	-202784.6712657784
4770000	-232084.40013530556	-232296.06421046465	-211.6640751591039	0.872778642317937	-202769.9717284239
4780000	-232076.69506494162	-232288.29460636998	-211.59954142834113	0.872778642317937	-202763.18237384196
4790000	-232080.47851874237	-232291.9158149211	-211.43729617873618	0.872778642317937	-202766.32224626385
4800000	-232084.2107712957	-232295.8346643309	-211.623893035195	0.872778642317937	-202769.7662734366
4810000	-232075.18855743433	-232286.0996482454	-210.9110908110743	0.872778642317937	-202761.17907564784
4820000	-232091.02613361896	-232302.06618125932	-211.04004764035784	0.872778642317937	-202775.13073071715
4830000	-232089.75981221348	-232301.69336643428	-211.93355422078614	0.872778642317937	-202774.91901902057
4840000	-232082.7160141244	-232294.27293789553	-211.55692377112018	0.872778642317937	-202768.39471203796
4850000	-232078.38196049037	-232290.7253740667	-212.3434135763325	0.872778642317937	-202765.39853239674
4860000	-232097.9848749385	-232308.84597768483	-210.86110274634177	0.872778642317937	-202781.02522662425
4870000	-232089.1613110624	-232300.97250826025	-211.8111971978418	0.872778642317937	-202774.27430297557
4880000	-232074.20950681675	-232285.66275269722	-211.4532458804497	0.872778642317937	-202760.86673624846
4890000	-232105.7297295588	-232316.49853299817	-210.76880343936637	0.872778642317937	-202787.69247101774
4900000	-232077.21748718363	-232288.6195649992	-211.4020778155473	0.872778642317937	-202763.4408692043
4910000	-232082.14355917042	-232293.4734959729	-211.32993680247313	0.872778642317937	-202767.6680986118
4920000	-232076.04881340108	-232287.17352220658	-211.12470880548622	0.872778642317937	-202762.14350667695
4930000	-232082.1045587729	-232293.51370000234	-211.40914122944343	0.872778642317937	-202767.71326432473
4940000	-232079.55399681084	-232291.5916875728	-212.037690761975	0.872778642317937	-202766.11573785087
4950000	-232082.32173685502	-232293.83056199196	-211.50882513694148	0.872778642317937	-202768.0024966239
4960000	-232075.8266257209	-232286.9850396491	-211.15841392820417	0.872778642317937	-202761.98329113782
4970000	-232087.0493412617	-232299.26435852732	-212.21501726561988	0.872778642317937	-202772.83484090806
4980000	-232094.60529829733	-232308.74528502484	-214.13998672750748	0.872778642317937	-202781.3544882929
4990000	-232080.75903921342	-232292.44127951574	-211.68224030232258	0.872778642317937	-202766.8120226633
5000000	-232102.73008683615	-232314.83688433102	-212.106797494879	0.872778642317937	-202786.4124409703
5010000	-232065.95169564086	-232277.13246698843	-211.18077134757044	0.872778642317937	-202753.38702048897
5020000	-232091.78265740038	-232302.86454527115	-211.08188787075846	0.872778642317937	-202775.8328487464
5030000	-232072.74250120608	-232283.8576875863	-211.11518638021388	0.872778642317937	-202759.24830558305
5040000	-232093.0148994784	-232305.04058259126	-212.02568311286123	0.872778642317937	-202777.85211855633
5050000	-232084.87393425853	-232296.90360544145	-212.02967118292779	0.872778642317937	-202770.75084605464
5060000	-232094.80155042448	-232306.9196698477	-212.11811942320819	0.872778642317937	-202779.50390565372
5070000	-232075.24718661472	-232285.9956720409	-210.7484854261759	0.872778642317937	-202761.06764055943
5080000	-232067.8901797781	-232281.5984998058	-213.70832002770666	0.872778642317937	-202757.60643672253
5090000	-232079.22323108354	-232291.28815105325	-212.06491996971224	0.872778642317937	-202765.85428179623
5100000	-232075.70171699038	-232286.08070235758	-210.37898536717694	0.8428404124649498	-195813.159143608
5110000	-232089.00905027235	-232300.08287721156	-211.07382693922594	0.8428404124649498	-195825.06994345222
5120000	-232108.90847776918	-232318.5740057787	-209.66552800952087	0.8428404124649498	-195840.43368620175
5130000	-232084.83985725767	-232295.50524500618	-210.66538774851458	0.8428404124649498	-195821.14753990137
5140000	-232075.05017440458	-232286.22772449531	-211.17755009073153	0.8428404124649498	-195813.4085619098
5150000	-232075.0439395432	-232286.38159114035	-211.3376515971645	0.8428404124649498	-195813.5634084231
5160000	-232090.73703416987	-232301.88361519654	-211.14658102666166	0.8428404124649498	-195826.5991122006
5170000	-232087.28240722936	-232298.10401345682	-210.82160622745488	0.8428404124649498	-195823.36243820592
5180000	-232085.01600448575	-232296.67618563044	-211.66018114467445	0.8428404124649498	-195822.2907972999
5190000	-232100.85745892808	-232314.41647918476	-213.55902025666808	0.8428404124649498	-195837.5414544081
5200000	-232082.54406560594	-232294.128299682	-211.58423407605926	0.8428404124649498	-195820.13140024623
5210000	-232093.70757843356	-232307.2008642948	-213.49328586123505	0.8428404124649498	-195831.44951178762
5220000	-232089.10289986726	-232299.62541351368	-210.52251364642203	0.8428404124649498	-195824.59773039073
5230000	-232082.1818044496	-232296.09763088863	-213.91582643904044	0.8428404124649498	-195822.1576642668
5240000	-232085.2293734075	-232296.52082633154	-211.29145292406332	0.8428404124649498	-195822.1019050293
5250000	-232075.34042977757	-232287.03399324865	-211.69356347107146	0.8428404124649498	-195814.16921424845
5260000	-232085.73497973755	-232297.31445488482	-211.57947514726328	0.8428404124649498	-195822.81607270028
5270000	-232089.1667950821	-232304.3176205258	-215.15082544371685	0.8428404124649498	-195829.27989565724
5280000	-232087.16799347836	-232298.22564299678	-211.05764951842292	0.8428404124649498	-195823.50204896383
5290000	-232085.5085937291	-232296.04719741284	-210.5386036837463	0.8428404124649498	-195821.58439396005
5300000	-232078.87227423352	-232290.28489330024	-211.41261906670775	0.8428404124649498	-195816.8650510821
5310000	-232092.24874457018	-232303.77565406763	-211.52690949745713	0.8428404124649498	-195828.2535712887
5320000	-232083.84063852293	-232294.4668840561	-210.62624553317335	0.8428404124649498	-195820.26621575552
5330000	-232099.86180519286	-232310.93204199238	-211.07023679952528	0.8428404124649498	-195834.21349374612
5340000	-232089.12223348537	-232300.95226115148	-211.83002766611764	0.8428404124649498	-195825.92153956505
5350000	-232100.00217421874	-232310.67528220487	-210.67310798614096	0.8428404124649498	-195833.9346736204
5360000	-232086.2372272146	-232298.0749467109	-211.8377194963034	0.8428404124649498	-195823.49763152006
5370000	-232081.82436051918	-232296.80583114093	-214.98147062174218	0.8428404124649498	-195822.92204025976
5380000	-232085.66923189056	-232298.17894374268	-212.5097118521345	0.8428404124649498	-195823.69089446266
5390000	-232104.5826813105	-232317.67392606707	-213.09124475656242	0.8428404124649498	-195840.21344687734
5400000	-232095.85695165006	-232307.93712230146	-212.08017065139387	0.8428404124649498	-195831.84797518613
5410000	-232098.39384914062	-232309.47242799695	-211.07857885634004	0.8428404124649498	-195832.98458311838
5420000	-232103.77267962878	-232317.98617069522	-214.213491066445	0.8428404124649498	-195840.65299103572
5430000	-232093.3010918053	-232306.92553419914	-213.62444239384592	0.8428404124649498	-195831.2380649628
5440000	-232085.2913039581	-232297.7806160428	-212.48931208468514	0.8428404124649498	-195823.35196176075
5450000	-232092.17880534907	-232304.99958230858	-212.82077695950895	0.8428404124649498	-195829.48849114878
5460000	-232091.16848214008	-232302.08578877788	-210.9173066377899	0.8428404124649498	-195826.7334795969
5470000	-232092.3038601357	-232304.01888568743	-211.7150255517407	0.8428404124649498	-195828.48814096896
5480000	-232089.06142489368	-232302.323165086	-213.2617401923205	0.8428404124649498	-195827.30200015276
5490000	-232091.94235182035	-232303.9488797052	-212.00652788483626	0.8428404124649498	-195828.47494948443
5500000	-232109.09918719917	-232319.72509045393	-210.62590325474977	0.8428404124649498	-195841.55479906165
5510000	-232099.4578793025	-232310.86646951834	-211.4085902158546	0.8428404124649498	-195834.2114020984
5520000	-232082.8769634738	-232293.74056778714	-210.86360431333654	0.8428404124649498	-195819.6913502598
5530000	-232092.17199304412	-232304.0116627812	-211.83966973708962	0.8428404124649498	-195828.50164224044
5540000	-232095.07962370134	-232306.65454822165	-211.57492452029862	0.8428404124649498	-195830.6875656461
5550000	-232086.5382493001	-232298.00085090392	-211.46260160381055	0.8428404124649498	-195823.37622720626
5560000	-232093.16273823963	-232304.09696280293	-210.93422456330242	0.8428404124649498	-195828.4312371559
5570000	-232103.22282069718	-232314.29227698795	-211.06945629076841	0.8428404124649498	-195837.04551293133
5580000	-232099.5768443166	-232311.3593752167	-211.78253090012288	0.8428404124649498	-195834.68561130422
5590000	-232085.5277077974	-232299.21354447302	-213.68583667563922	0.8428404124649498	-195824.74773706112
5600000	-232110.74257142947	-232322.6910788729	-211.9485074434089	0.8428404124649498	-195844.2625138928
5610000	-232093.1331041607	-232306.10092289967	-212.9678187389679	0.8428404124649498	-195830.43985453225
5620000	-232086.8802071703	-232299.0766392738	-212.1964321034884	0.8428404124649498	-195824.39827361828
5630000	-232083.6153632687	-232295.19346160008	-211.57809833136562	0.8428404124649498	-195821.02819746552
5640000	-232081.7309260063	-232293.07241934098	-211.34149333469202	0.8428404124649498	-195819.20331258932
5650000	-232104.93355482764	-232315.46758461965	-210.53402979201056	0.8428404124649498	-195837.95196229272
5660000	-232095.6638625229	-232305.76802597745	-210.10416345455224	0.8428404124649498	-195829.70922466967
5670000	-232097.73358269176	-232311.2188257702	-213.48524307842416	0.8428404124649498	-195834.83474809438
5680000	-232086.03706135036	-232297.9969443216	-211.959882971235	0.8428404124649498	-195823.45108711542
5690000	-232096.10118867346	-232307.9247469551	-211.82355828164523	0.8428404124649498	-195831.7972156499
5700000	-232090.8557550212	-232306.2042381042	-215.3484830829957	0.8428404124649498	-195830.90107698823
5710000	-232084.0532417695	-232293.87617648856	-209.82293471907417	0.8428404124649498	-195819.6420955494
5720000	-232080.6949822998	-232291.62121289005	-210.92623059025024	0.8428404124649498	-195817.914914624
5730000	-232083.9313078011	-232295.3487833964	-211.4174755952707	0.8428404124649498	-195821.13386554943
5740000	-232090.29965769226	-232304.02069335777	-213.72103566551638	0.8428404124649498	-195828.80492826866
5750000	-232098.2100408767	-232309.52105613885	-211.31101526215178	0.8428404124649498	-195833.06209849124
5760000	-232093.66159556858	-232304.6509928804	-210.9893973118162	0.8428404124649498	-195828.90686702132
5770000	-232093.33631515148	-232304.59981814542	-211.26350299393016	0.8428404124649498	-195828.9068132225
