# BEAST v1.10.4 Prerelease #bc6cbd9
# Generated Thu Oct 31 15:25:31 CDT 2019 [seed=1572551891175]
# -window -working -options
state	pathLikelihood.delta	pathLikelihood.source	pathLikelihood.destination	pathLikelihood.theta	pathLikelihood.pathLikelihood
5780000	-232088.0640409711	-232300.1638111096	-212.09977013849692	0.8428404124649498	-195825.29939462227
5790000	-232097.5708078622	-232309.24876489933	-211.6779570371147	0.8428404124649498	-195832.89026884857
5800000	-232092.44422866078	-232304.07936092876	-211.63513226799637	0.8428404124649498	-195828.52655595078
5810000	-232087.41460877834	-232299.26601482974	-211.8514060514037	0.8428404124649498	-195824.50366283793
5820000	-232092.76414638176	-232304.9832732133	-212.21912683154716	0.8428404124649498	-195829.38019009825
5830000	-232102.07137571744	-232313.5255802615	-211.45420454408426	0.8428404124649498	-195836.45977682297
5840000	-232088.7987610624	-232301.36075730855	-212.56199624613606	0.8428404124649498	-195826.38087251468
5850000	-232095.27606553418	-232306.91817130367	-211.6421057694752	0.8428404124649498	-195830.92031601068
5860000	-232105.94401837105	-232316.32352291228	-210.3795045412182	0.8428404124649498	-195838.64909655164
5870000	-232090.27482475177	-232301.48313166384	-211.20830691206743	0.8428404124649498	-195826.2712693094
5880000	-232087.5072171773	-232298.76255901798	-211.25534184066746	0.8428404124649498	-195823.9856527284
5890000	-232085.79746658582	-232296.88004154505	-211.0825749592312	0.8428404124649498	-195822.37183895323
5900000	-232100.93337705047	-232311.4656015675	-210.53222451702868	0.8428404124649498	-195834.57864553007
5910000	-232077.63408713267	-232289.52882011383	-211.8947329811641	0.8428404124649498	-195816.30357086976
5920000	-232095.77650730708	-232307.82555255847	-212.04904525140057	0.8428404124649498	-195831.7490480429
5930000	-232093.81914395405	-232304.64186584126	-210.82272188720023	0.8428404124649498	-195828.8729797429
5940000	-232081.39501771098	-232294.37650068215	-212.981482971174	0.8428404124649498	-195820.56018513962
5950000	-232085.81067645393	-232298.1633631518	-212.3526866978915	0.8428404124649498	-195823.65308450256
5960000	-232111.3944671489	-232320.99236554693	-209.59789839802818	0.8428404124649498	-195842.46134890447
5970000	-232090.7412492486	-232302.7711526691	-212.0299034205029	0.8428404124649498	-195827.48598723314
5980000	-232095.4714336081	-232308.74145819442	-213.27002458633646	0.8428404124649498	-195832.71289893554
5990000	-232079.8360790193	-232290.84405236412	-211.00797334481018	0.8428404124649498	-195817.2727389834
6000000	-232082.78958520846	-232292.9227598774	-210.13317466895379	0.8428404124649498	-195818.8872746822
6010000	-232075.26466779868	-232286.00592388428	-210.74125608558884	0.8428404124649498	-195813.15305160542
6020000	-232084.5336159311	-232297.38615390952	-212.8525379784124	0.8428404124649498	-195823.07657756528
6030000	-232088.19427158992	-232300.36205257577	-212.16778098583967	0.8428404124649498	-195825.4771690981
6040000	-232088.6249834973	-232300.43620215767	-211.81121866034164	0.8428404124649498	-195825.48362817426
6050000	-232083.25127958792	-232295.70826505037	-212.45698546247124	0.8428404124649498	-195821.60022015692
6060000	-232079.26827253925	-232291.94005723787	-212.67178469861415	0.8428404124649498	-195818.45798008933
6070000	-232104.42199521654	-232315.2394342036	-210.8174389870407	0.8428404124649498	-195837.80420837412
6080000	-232092.410106879	-232306.4746383627	-214.06453148370284	0.8428404124649498	-195830.92719594986
6090000	-232078.96143131767	-232290.51041131763	-211.54897999997203	0.8428404124649498	-195817.07655720893
6100000	-232099.82482278705	-232310.75764118822	-210.93281840117416	0.8136285485214058	-189053.97640103794
6110000	-232093.0512098021	-232304.2461752283	-211.19496542620018	0.8136285485214058	-189048.72734316177
6120000	-232089.50203875458	-232300.66034364386	-211.1583048892799	0.8136285485214058	-189045.802975737
6130000	-232086.8345353421	-232298.7008177726	-211.8662824304945	0.8136285485214058	-189044.34059634857
6140000	-232095.3691818671	-232306.85690361602	-211.48772174890132	0.8136285485214058	-189050.90606773124
6150000	-232087.19060001793	-232299.73110282194	-212.54050280401344	0.8136285485214058	-189045.30452110743
6160000	-232087.39566944118	-232299.19840973357	-211.80274029239047	0.8136285485214058	-189044.733608933
6170000	-232083.15561090587	-232294.47945127875	-211.32384037286357	0.8136285485214058	-189040.80487634175
6180000	-232081.75571364362	-232292.77741423255	-211.02170058893967	0.8136285485214058	-189039.36374018024
6190000	-232087.41552745592	-232299.63519005617	-212.21966260026616	0.8136285485214058	-189045.16668828856
6200000	-232110.76430542878	-232322.83612524488	-212.07181981611654	0.8136285485214058	-189064.01607783625
6210000	-232077.6448126497	-232290.21772616045	-212.57291351076364	0.8136285485214058	-189037.5702066933
6220000	-232091.37113348985	-232301.9930788513	-210.6219453614264	0.8136285485214058	-189046.78736504566
6230000	-232096.79166227893	-232309.1006528025	-212.3089905235638	0.8136285485214058	-189052.8847071787
6240000	-232088.39154890203	-232299.633810132	-211.24226122999025	0.8136285485214058	-189044.98340583083
6250000	-232090.4681986089	-232303.45311743775	-212.98491882886103	0.8136285485214058	-189048.4156849165
6260000	-232085.69836090348	-232296.8612134729	-211.16285256941725	0.8136285485214058	-189042.71274252812
6270000	-232099.47213576513	-232310.36833765762	-210.8962018924974	0.8136285485214058	-189053.65282829953
6280000	-232099.82151469312	-232310.93889909977	-211.11738440665724	0.8136285485214058	-189054.15827548376
6290000	-232080.7432252093	-232289.98529148957	-209.24206628028418	0.8136285485214058	-189036.76031637637
6300000	-232097.4599442684	-232309.72614401762	-212.2661997492319	0.8136285485214058	-189053.38564970944
6310000	-232081.15495569384	-232292.6202055763	-211.465249882464	0.8136285485214058	-189039.3184956551
6320000	-232091.29603986035	-232303.82036103186	-212.52432117150516	0.8136285485214058	-189048.62864253498
6330000	-232094.75434495648	-232306.56003717196	-211.80569221549197	0.8136285485214058	-189050.72378933465
6340000	-232115.3716290229	-232326.67526762144	-211.30363859853492	0.8136285485214058	-189066.9965466271
6350000	-232083.4296065933	-232294.54772648332	-211.118119890029	0.8136285485214058	-189040.82208657239
6360000	-232081.90382679997	-232296.70197336155	-214.79814656158743	0.8136285485214058	-189043.26069524532
6370000	-232097.73113461287	-232309.29561338865	-211.56447877578006	0.8136285485214058	-189052.90457694235
6380000	-232088.48369298785	-232299.8444883541	-211.36079536626104	0.8136285485214058	-189045.1769110259
6390000	-232084.39108152827	-232296.66127530858	-212.2701937803015	0.8136285485214058	-189042.75644391845
6400000	-232090.63582614285	-232303.01918619242	-212.38336004957068	0.8136285485214058	-189047.95051268436
6410000	-232097.91000981073	-232309.0287684778	-211.11875866704855	0.8136285485214058	-189052.60439480122
6420000	-232085.98261846916	-232296.56004055814	-210.5774220889733	0.8136285485214058	-189042.35859211825
6430000	-232100.91620960913	-232311.46426842324	-210.54805881410405	0.8136285485214058	-189054.4796249268
6440000	-232083.74219438713	-232294.8119666899	-211.06977230274663	0.8136285485214058	-189041.0280693381
6450000	-232096.0010575078	-232306.16108463978	-210.16002713200098	0.8136285485214058	-189050.0924851747
6460000	-232079.70908768725	-232290.79902614394	-211.0899384566999	0.8136285485214058	-189037.76678474175
6470000	-232081.15153490932	-232291.9781691746	-210.8266342652899	0.8136285485214058	-189038.67709679
6480000	-232115.55859073962	-232327.72370004488	-212.16510930526834	0.8136285485214058	-189068.01013472403
6490000	-232099.71691812287	-232310.58771112855	-210.87079300568513	0.8136285485214058	-189053.82658132716
6500000	-232081.83597346078	-232294.82596559203	-212.98999213123628	0.8136285485214058	-189041.3973334011
6510000	-232078.17692266568	-232291.85532356094	-213.67840089525473	0.8136285485214058	-189039.10863397774
6520000	-232095.50295349988	-232307.7322562784	-212.22930277853092	0.8136285485214058	-189051.75648918026
6530000	-232088.01979815133	-232300.77874472016	-212.75894656880922	0.8136285485214058	-189046.19762414598
6540000	-232086.8675086856	-232299.33349176688	-212.46598308127568	0.8136285485214058	-189044.96712505296
6550000	-232081.07742587634	-232292.49641899197	-211.41899311562167	0.8136285485214058	-189039.20915841538
6560000	-232085.81948599618	-232297.2146383238	-211.39515232763932	0.8136285485214058	-189043.04359311968
6570000	-232085.04327984067	-232295.86049946805	-210.81721962738257	0.8136285485214058	-189041.8341169318
6580000	-232077.33292659704	-232289.36499027562	-212.03206367857086	0.8136285485214058	-189036.77559746476
6590000	-232091.63782551297	-232303.73717021858	-212.09934470561615	0.8136285485214058	-189048.48175263352
6600000	-232077.59333096782	-232287.89737360747	-210.3040426396416	0.8136285485214058	-189035.2594488561
6610000	-232089.29334792699	-232300.82216877662	-211.52882084962258	0.8136285485214058	-189046.0036948822
6620000	-232097.92327172105	-232310.45858540016	-212.53531367909463	0.8136285485214058	-189054.0317400821
6630000	-232107.07760040672	-232318.6884982596	-211.6108978529014	0.8136285485214058	-189060.55554741708
6640000	-232099.54082278808	-232309.90337098364	-210.3625481955513	0.8136285485214058	-189053.1750603254
6650000	-232109.08336211074	-232319.83225575613	-210.74889364538475	0.8136285485214058	-189061.3254881935
6660000	-232083.79393110645	-232295.6277190151	-211.83378790863836	0.8136285485214058	-189041.83417941583
6670000	-232086.41361733834	-232297.5775931747	-211.1639758363688	0.8136285485214058	-189043.29581885
6680000	-232084.0200380036	-232296.36920349236	-212.3491654887484	0.8136285485214058	-189042.5335240225
6690000	-232087.87840831326	-232299.48043839697	-211.60203008370414	0.8136285485214058	-189044.92566885214
6700000	-232085.2576684747	-232297.07399260974	-211.81632413506242	0.8136285485214058	-189043.00765415258
6710000	-232094.41994074825	-232306.55594307798	-212.13600232973425	0.8136285485214058	-189050.78201863836
6720000	-232079.2949940911	-232290.28498018713	-210.98998609603044	0.8136285485214058	-189037.32991400952
6730000	-232088.22125207054	-232300.84891023225	-212.62765816171165	0.8136285485214058	-189046.23024439876
6740000	-232089.40766847067	-232301.13411783488	-211.72644936421202	0.8136285485214058	-189046.2943378548
6750000	-232081.0853069016	-232292.41424788337	-211.32894098177465	0.8136285485214058	-189039.12551850866
6760000	-232086.3121021221	-232297.36481873484	-211.05271661274531	0.8136285485214058	-189043.1019639483
6770000	-232077.23827261035	-232289.06436448637	-211.82609187602003	0.8136285485214058	-189036.4926124764
6780000	-232097.06079347042	-232308.52390900927	-211.46311553886054	0.8136285485214058	-189052.25780501464
6790000	-232101.57316043935	-232313.14307077648	-211.56991033713047	0.8136285485214058	-189056.03599040027
6800000	-232095.48786110216	-232306.80586421862	-211.31800311647245	0.8136285485214058	-189050.83290991257
6810000	-232086.0764103087	-232297.84289923514	-211.76648892643917	0.8136285485214058	-189043.62397067397
6820000	-232082.75342526266	-232293.77649725127	-211.02307198861138	0.8136285485214058	-189040.17687823638
6830000	-232097.37788651173	-232307.52339301014	-210.14550649841306	0.8136285485214058	-189051.19819192518
6840000	-232082.199502235	-232293.24836589195	-211.0488636569741	0.8136285485214058	-189039.75198231573
6850000	-232090.16201825047	-232300.27543897866	-210.1134207281841	0.8136285485214058	-189045.2950697352
6860000	-232087.87931520585	-232298.85362412984	-210.97430892398563	0.8136285485214058	-189044.29868556611
6870000	-232080.89885770698	-232293.22750426334	-212.32864655636288	0.8136285485214058	-189039.97352369566
6880000	-232079.10886679066	-232290.7851596447	-211.6762928540449	0.8136285485214058	-189037.8647822822
6890000	-232089.70335800765	-232302.8132761018	-213.10991809416302	0.8136285485214058	-189047.91838803358
6900000	-232081.70268772807	-232293.03375069398	-211.33106296591643	0.8136285485214058	-189039.62995915854
6910000	-232073.8954361711	-232285.1621765705	-211.26674039941153	0.8136285485214058	-189033.2134338398
6920000	-232100.32919842144	-232311.4618561116	-211.13265769015524	0.8136285485214058	-189054.58661474223
6930000	-232087.63122146542	-232300.43101732194	-212.7997958565387	0.8136285485214058	-189045.92231634873
6940000	-232083.83566134586	-232294.97709015186	-211.14142880600724	0.8136285485214058	-189041.17577322733
6950000	-232082.88597736182	-232293.9908102501	-211.1048328882779	0.8136285485214058	-189040.36648730809
6960000	-232080.36834232346	-232291.4966968202	-211.12835449672602	0.8136285485214058	-189038.34158917458
6970000	-232084.36292090727	-232294.5834496379	-210.22052873062455	0.8136285485214058	-189040.68386658357
6980000	-232081.54656594794	-232293.81011533918	-212.2635493912517	0.8136285485214058	-189040.4354204465
6990000	-232072.3743812994	-232284.6240728153	-212.24969151589065	0.8136285485214058	-189032.9588112888
7000000	-232087.09504310117	-232297.73635568874	-210.64131258757348	0.8136285485214058	-189043.32758305554
7010000	-232083.95915613242	-232295.89700358664	-211.9378474542199	0.8136285485214058	-189042.07267075946
7020000	-232077.31595802555	-232288.16180195482	-210.84584392927002	0.8136285485214058	-189035.57557160128
7030000	-232086.6073805861	-232297.55309857003	-210.94571798392644	0.8136285485214058	-189043.2352123076
7040000	-232090.40110910038	-232300.6992693922	-210.29816029182146	0.8136285485214058	-189045.67434044002
7050000	-232077.9221367822	-232289.48904741433	-211.5669106321157	0.8136285485214058	-189036.78984264607
7060000	-232080.15285726622	-232291.40945194507	-211.25659467884861	0.8136285485214058	-189038.29450456233
7070000	-232095.52598036308	-232306.35705748395	-210.83107712088145	0.8136285485214058	-189050.3769988359
7080000	-232098.19769017666	-232310.82622594174	-212.62853576508084	0.8136285485214058	-189054.34823685783
7090000	-232088.44158448296	-232301.0405839135	-212.5989994305387	0.8136285485214058	-189046.3808544085
7100000	-232089.0147184103	-232302.95914225615	-213.94442384586344	0.785132873868218	-182434.65954295447
7110000	-232091.5479377081	-232304.32412859442	-212.7761908863374	0.785132873868218	-182435.48022374237
7120000	-232089.37526202865	-232299.92758105113	-210.55231902247965	0.785132873868218	-182431.55051277834
7130000	-232081.4659661039	-232293.3534179808	-211.88745187692047	0.785132873868218	-182426.67579739308
7140000	-232085.31766696693	-232296.97182688996	-211.6541599230264	0.785132873868218	-182429.46660240708
7150000	-232078.01627578973	-232290.6375075653	-212.62123177554696	0.785132873868218	-182424.7011120214
7160000	-232089.09306300175	-232302.63417668932	-213.5411136875515	0.785132873868218	-182434.31774371042
7170000	-232083.24287060733	-232294.417979898	-211.17510929067598	0.785132873868218	-182427.3585609462
7180000	-232100.50876175115	-232311.3022342791	-210.79347252795705	0.785132873868218	-182440.53294291714
7190000	-232101.1279295393	-232314.4939079782	-213.36597843890547	0.785132873868218	-182443.591577813
7200000	-232084.56151881794	-232298.7838198679	-214.22230104998013	0.785132873868218	-182431.44106676473
7210000	-232077.6502870879	-232289.59699296535	-211.94670587745813	0.785132873868218	-182423.73923636205
7220000	-232086.92375684003	-232300.1083939236	-213.18463708357874	0.785132873868218	-182432.2580735254
7230000	-232081.8162905338	-232298.59596978806	-216.7796792542535	0.785132873868218	-182431.84307599688
7240000	-232100.76240412012	-232312.00176971557	-211.23936559545177	0.785132873868218	-182441.1779789467
7250000	-232095.34045489723	-232307.53513210782	-212.1946772105938	0.785132873868218	-182437.8763399865
7260000	-232084.71604995363	-232295.4103401367	-210.69429018308784	0.785132873868218	-182428.03438337252
7270000	-232086.33387661894	-232296.6454226824	-210.31154606346496	0.785132873868218	-182428.92184815204
7280000	-232082.2971427049	-232293.01621271492	-210.71907001003373	0.785132873868218	-182426.15999959965
7290000	-232113.33032114455	-232325.68430240868	-212.35398126414526	0.785132873868218	-182452.16007942733
7300000	-232088.34077501183	-232298.76314290977	-210.42236789793097	0.785132873868218	-182430.60835188927
7310000	-232088.52132180653	-232299.62608188388	-211.1047600773331	0.785132873868218	-182431.4324972925
7320000	-232077.74668596074	-232289.13350315555	-211.3868171948219	0.785132873868218	-182423.25503360346
7330000	-232097.6061212665	-232309.47970576538	-211.8735844988696	0.785132873868218	-182439.33409642254
7340000	-232091.0686964018	-232302.10567831987	-211.036981918074	0.785132873868218	-182433.36474667
7350000	-232087.10398378244	-232298.08179042363	-210.977806641207	0.785132873868218	-182430.19274518025
7360000	-232104.28280959878	-232318.60802800072	-214.32521840192638	0.785132873868218	-182447.02781782384
7370000	-232081.0541467901	-232292.6709067419	-211.61675995179496	0.785132873868218	-182426.08177258662
7380000	-232071.69868175735	-232283.06762754303	-211.3689457856683	0.785132873868218	-182418.48867527294
7390000	-232071.47457787188	-232282.54087143854	-211.06629356665846	0.785132873868218	-182418.01007172628
7400000	-232083.13320019664	-232293.07974524534	-209.94654504870266	0.785132873868218	-182426.04389085952
7410000	-232090.069878181	-232302.26193089978	-212.19205271878292	0.785132873868218	-182433.73561245055
7420000	-232077.49665770005	-232288.57411162616	-211.07745392612176	0.785132873868218	-182422.7493649279
7430000	-232079.3978126711	-232291.75625749087	-212.3584448197887	0.785132873868218	-182425.52301508765
7440000	-232075.9090452026	-232287.80268260709	-211.89363740447456	0.785132873868218	-182422.31906164356
7450000	-232087.1098819893	-232298.11103059925	-211.0011486099261	0.785132873868218	-182430.22071802508
7460000	-232076.6358832661	-232287.86585267304	-211.2299694069281	0.785132873868218	-182422.22605810367
7470000	-232075.9404084328	-232286.96765766758	-211.02724923478254	0.785132873868218	-182421.4772977769
7480000	-232060.92383493844	-232272.6608602676	-211.73702532918708	0.785132873868218	-182410.39706836804
7490000	-232076.29556596157	-232289.10538004537	-212.80981408378565	0.785132873868218	-182423.53870847716
7500000	-232053.6248479862	-232264.93171847003	-211.30687048382575	0.785132873868218	-182404.23623892057
7510000	-232057.17731233695	-232268.348166925	-211.1708545880378	0.785132873868218	-182406.88937956977
7520000	-232057.2316547081	-232268.66453860528	-211.43288389719058	0.785132873868218	-182407.19407486098
7530000	-232050.83558308284	-232261.3425138994	-210.50693081657525	0.785132873868218	-182401.24635568375
7540000	-232059.368176382	-232270.70064199495	-211.33246561293953	0.785132873868218	-182408.77110997864
7550000	-232075.4250635596	-232288.51822793056	-213.0931643709446	0.785132873868218	-182423.13859871175
7560000	-232052.67242556566	-232263.1276031644	-210.45517759876242	0.785132873868218	-182402.6367678833
7570000	-232061.59621107785	-232271.75317648245	-210.15696540460937	0.785132873868218	-182409.3449130541
7580000	-232052.31176888262	-232265.4302401388	-213.11847125619158	0.785132873868218	-182405.01689812267
7590000	-232059.27563601482	-232270.12462920518	-210.84899319035623	0.785132873868218	-182408.21498107162
7600000	-232029.16473238502	-232241.23407550075	-212.0693431157397	0.785132873868218	-182385.79427069536
7610000	-232045.16140722614	-232255.97930444733	-210.8178972211975	0.785132873868218	-182397.10234009117
7620000	-232054.65317295227	-232267.28310723128	-212.62993427900622	0.785132873868218	-182406.36667445162
7630000	-232047.3863518989	-232259.0538025509	-211.66745065198717	0.785132873868218	-182399.69877072706
7640000	-232048.7607766256	-232260.3011298296	-211.54035320399348	0.785132873868218	-182400.65077931466
7650000	-232043.92304263116	-232255.0583045789	-211.13526194776514	0.785132873868218	-182396.44742406436
7660000	-232048.19288916184	-232261.0409859604	-212.84809679853916	0.785132873868218	-182401.51265579276
7670000	-232033.32471777772	-232244.09035962206	-210.7656418443415	0.785132873868218	-182387.75671071056
7680000	-232024.43675903018	-232236.1833109976	-211.7465519674435	0.785132873868218	-182381.75939223942
7690000	-232055.19374470736	-232267.45967770967	-212.2659330023187	0.785132873868218	-182406.4270938305
7700000	-232035.09798815925	-232246.61818982815	-211.52020166889255	0.785132873868218	-182389.90352340593
7710000	-232040.69532163418	-232251.77183503355	-211.07651339938374	0.785132873868218	-182393.85448565357
7720000	-232044.67910373159	-232256.28141537917	-211.60231164757755	0.785132873868218	-182397.50808218878
7730000	-232038.3340970918	-232248.67215966055	-210.33806256874948	0.785132873868218	-182391.26215981215
7740000	-232051.81044407698	-232264.34877097528	-212.53832689830372	0.785132873868218	-182404.0431471794
7750000	-232039.31306940698	-232249.8181692671	-210.50509986010442	0.785132873868218	-182392.19782045076
7760000	-232028.33555207952	-232241.52317441188	-213.18762233237584	0.785132873868218	-182386.26153319576
7770000	-232055.84143216469	-232267.57115402457	-211.729721859871	0.785132873868218	-182406.39940340284
7780000	-232053.57023997986	-232265.30552480166	-211.73528482179535	0.785132873868218	-182404.62177871756
7790000	-232047.10519706304	-232258.040030172	-210.93483310896207	0.785132873868218	-182398.74540927977
7800000	-232051.2943857703	-232262.33749863	-211.04311285969402	0.785132873868218	-182402.1427587994
7810000	-232042.9640828289	-232255.6413485704	-212.67726574152204	0.785132873868218	-182397.23651699262
7820000	-232041.72683629842	-232256.89379095737	-215.1669546589488	0.785132873868218	-182398.75480298593
7830000	-232046.77841790701	-232257.25071849537	-210.47230058836087	0.785132873868218	-182398.02631170128
7840000	-232054.56237176346	-232267.04125991635	-212.47888815289173	0.785132873868218	-182406.14433732716
7850000	-232058.61239784647	-232270.51270545847	-211.90030761200882	0.785132873868218	-182408.74556540407
7860000	-232053.1025963137	-232264.42874340364	-211.32614708995789	0.785132873868218	-182403.84547857015
7870000	-232052.04255085593	-232264.8346797515	-212.79212889557996	0.785132873868218	-182404.47918383908
7880000	-232037.20663366237	-232248.04399276234	-210.83735909998285	0.785132873868218	-182390.87624774085
7890000	-232069.02005599954	-232280.07922573775	-211.05916973821098	0.785132873868218	-182416.07582208625
7900000	-232049.18190407066	-232261.82147190403	-212.63956783336036	0.785132873868218	-182402.08063494522
7910000	-232061.88796936642	-232273.2675973238	-211.37962795740108	0.785132873868218	-182410.79664463046
7920000	-232012.39013830616	-232223.61255870268	-211.22242039650612	0.785132873868218	-182371.77706271902
7930000	-232046.34708945648	-232257.24705339925	-210.8999639427494	0.785132873868218	-182398.1153249097
7940000	-232044.58950308172	-232255.95012309574	-211.36062001403397	0.785132873868218	-182397.1960421395
7950000	-232028.52197288076	-232238.74916728874	-210.22719440799295	0.785132873868218	-182383.4474703708
7960000	-232044.82385371102	-232258.9607744972	-214.13692078617467	0.785132873868218	-182400.1563392947
7970000	-232038.47843043593	-232251.94350911738	-213.46507868144715	0.785132873868218	-182394.50249677812
7980000	-232045.0018707056	-232256.77804385131	-211.77617314570094	0.785132873868218	-182397.93535864883
7990000	-232032.9161071587	-232245.61724750602	-212.7011403473211	0.785132873868218	-182389.37139558396
8000000	-232024.26510881056	-232237.42974003375	-213.16463122319294	0.785132873868218	-182383.04270326492
8010000	-232037.93140709394	-232248.74644385057	-210.8150367566367	0.785132873868218	-182391.42296884474
8020000	-232039.73722948777	-232250.80007667272	-211.06284718494342	0.785132873868218	-182393.0885897988
8030000	-232057.2418723494	-232269.29221242314	-212.05034007373337	0.785132873868218	-182407.8195532436
8040000	-232030.81174540793	-232242.48423496648	-211.6724895585471	0.785132873868218	-182386.69054120613
8050000	-232051.3915283008	-232262.7821932385	-211.390664937715	0.785132873868218	-182402.56658067156
8060000	-232037.56557599024	-232248.65285931784	-211.08728332758088	0.785132873868218	-182391.40798938987
8070000	-232031.64276809667	-232243.20998602587	-211.56721792919194	0.785132873868218	-182387.23773280866
8080000	-232044.25300780917	-232255.0504478038	-210.79743999464995	0.785132873868218	-182396.36866861975
8090000	-232037.65117773513	-232249.32286959453	-211.6716918593956	0.785132873868218	-182392.05960666566
8100000	-232027.84421456436	-232240.1208922809	-212.27667771651252	0.7573432479107086	-175936.9978208946
8110000	-232037.79131856066	-232250.72698670946	-212.93566814880728	0.7573432479107086	-175945.19018337477
8120000	-232035.48865530902	-232246.52823771155	-211.03958240252035	0.7573432479107086	-175941.55019116265
8130000	-232050.0393591276	-232260.8631898375	-210.82383070988854	0.7573432479107086	-175952.35431675936
8140000	-232045.41181291375	-232256.3841752605	-210.9723623467486	0.7573432479107086	-175948.99820751676
8150000	-232024.85552160844	-232238.22488169765	-213.3693600892102	0.7573432479107086	-175935.8270368371
8160000	-232039.33513693092	-232250.69767622201	-211.36253929109674	0.7573432479107086	-175944.78625493578
8170000	-232045.72685172912	-232257.5760187058	-211.84916697667273	0.7573432479107086	-175950.11360466632
8180000	-232031.22125376487	-232242.20212319164	-210.98086942676406	0.7573432479107086	-175938.2595904413
8190000	-232051.4231612986	-232264.1669012085	-212.74373990990415	0.7573432479107086	-175955.32223919002
8200000	-232034.49616550744	-232249.04852116512	-214.55235565768385	0.7573432479107086	-175944.31130896794
8210000	-232043.98108910426	-232257.8435525448	-213.86246344053149	0.7573432479107086	-175950.80475959383
8220000	-232058.66302648373	-232269.49594044872	-210.83291396497654	0.7573432479107086	-175958.89447625884
8230000	-232038.9814385971	-232250.21350699104	-211.23206839393586	0.7573432479107086	-175944.3879129937
8240000	-232046.54687428477	-232257.92586734548	-211.37899306071344	0.7573432479107086	-175950.26446929603
8250000	-232032.50793810864	-232243.12009331665	-210.61215520800033	0.7573432479107086	-175938.86533792247
8260000	-232051.7594665379	-232262.77399966036	-211.0145331224832	0.7573432479107086	-175953.84773090482
8270000	-232058.42444025178	-232270.22028451756	-211.795844265779	0.7573432479107086	-175959.6767148878
8280000	-232030.90640507606	-232242.9389880338	-212.0325829577447	0.7573432479107086	-175939.0728554437
8290000	-232029.4325236953	-232241.14998161356	-211.71745791828923	0.7573432479107086	-175937.6414962923
8300000	-232037.2183585937	-232249.40417551188	-212.18581691818144	0.7573432479107086	-175944.00640478183
8310000	-232033.52840110825	-232245.5003527352	-211.9719516269334	0.7573432479107086	-175940.99797510394
8320000	-232045.02597278293	-232255.9571998837	-210.93122710076983	0.7573432479107086	-175948.66485885292
8330000	-232027.8400829218	-232239.4106152144	-211.57053229263593	0.7573432479107086	-175936.2885463991
8340000	-232032.91998330323	-232243.71106380003	-210.79108049678615	0.7573432479107086	-175939.35632285723
8350000	-232047.6064650162	-232258.69135048822	-211.084885472037	0.7573432479107086	-175950.77283559332
8360000	-232043.3016719069	-232255.33887859792	-212.03720669103035	0.7573432479107086	-175948.46495081735
8370000	-232032.83956806335	-232245.89291827794	-213.05335021457356	0.7573432479107086	-175941.55769063608
8380000	-232060.15627653254	-232270.72775895763	-210.57148242509695	0.7573432479107086	-175959.76394756086
8390000	-232041.26367494394	-232253.7811029529	-212.51742800895786	0.7573432479107086	-175947.40170889613
8400000	-232033.41658506647	-232243.90359922033	-210.4870141538648	0.7573432479107086	-175939.42835450658
8410000	-232033.39000442982	-232243.89544347394	-210.5054390441197	0.7573432479107086	-175939.42664873117
8420000	-232028.46344007546	-232240.67510870012	-212.21166862466106	0.7573432479107086	-175937.4017780625
8430000	-232035.15420046804	-232245.25337177262	-210.09917130457993	0.7573432479107086	-175940.35648294914
8440000	-232038.29089506465	-232249.63688151314	-211.34598644848336	0.7573432479107086	-175943.97885256656
8450000	-232038.1675084152	-232249.44440851806	-211.27690010286125	0.7573432479107086	-175943.8163201751
8460000	-232048.21667169707	-232258.53715119918	-210.32047950210568	0.7573432479107086	-175950.470565533
8470000	-232048.63674055188	-232258.94069620667	-210.30395565479077	0.7573432479107086	-175950.77217799652
8480000	-232024.78352914477	-232235.57109388046	-210.7875647356896	0.7573432479107086	-175933.19071847727
8490000	-232029.1958859695	-232242.1026831748	-212.90679720529783	0.7573432479107086	-175938.65161959548
8500000	-232033.69879712237	-232245.220848029	-211.522050906637	0.7573432479107086	-175940.6771226544
8510000	-232032.85119026082	-232245.06817802653	-212.2169877657067	0.7573432479107086	-175940.73013017996
8520000	-232056.7759312954	-232268.99633535856	-212.2204040631803	0.7573432479107086	-175958.852787558
8530000	-232053.14851156218	-232265.3470584097	-212.1985468475281	0.7573432479107086	-175956.08372850006
8540000	-232037.94568324072	-232249.20460282557	-211.25891958486392	0.7573432479107086	-175943.63034185898
8550000	-232057.82113647222	-232268.79089191987	-210.96975544763922	0.7573432479107086	-175958.39371802582
8560000	-232032.3784446051	-232244.00195542345	-211.62351081836	0.7573432479107086	-175939.77862250226
8570000	-232053.32035427002	-232264.66778613758	-211.3474318675451	0.7573432479107086	-175955.36275743457
8580000	-232032.87642453163	-232243.07795232945	-210.20152779783473	0.7573432479107086	-175938.7337812167
8590000	-232055.1961005221	-232266.51527062268	-211.3191701005751	0.7573432479107086	-175956.7550794264
8600000	-232034.99354821438	-232245.46286796482	-210.46931975044953	0.7573432479107086	-175940.60496249545
8610000	-232065.6755094015	-232277.05719927454	-211.38168987302328	0.7573432479107086	-175964.75410875576
8620000	-232037.67278273802	-232251.48277007972	-213.80998734169478	0.7573432479107086	-175945.97473026277
