contrast,wtsc1,wtcs2,wtsc3
p12,0.823081542750249,2.1569240834865,0.683235968444448
p13,1.21474135170426e-07,0.000348531418851146,0.000348409987024027
p14,0.999999999986659,273780.952762221,0.999996347458297
p23,0.239430184624002,0.561073694194348,0.359415251362564
p24,0.999010517973009,31.7746719371544,0.969488634335761
p34,0.999999957282482,4838.34672667738,0.999793360538833
